Email Text,Email Type,Phishing,Ground Truth,Reasoning,Confidence
"Subject: Welcome aboard

Good morning, the updated agenda for next week is included below. Please check your tasks and add comments.

Feel free to add notes before we meet.

Best,
Casey Patel",Safe Email,no,no,"The email content is a standard work-related message with no suspicious requests, links, or urgent tone.",90
"Notice, your login has been locked. Use the secure link to reset password and restore access. Enter your 2FA code to continue.

Keywords: recovery key security settings settings

IT Desk,
Sam Patel",Phishing Email,yes,yes,"Creates urgency, requests credentials (password, 2FA) via an unspecified ""secure link,"" and is likely unsolicited.",95
"Hi there, we detected unusual activity on your account. To verify access, please update your information. Your account may be temporarily on hold until you recover it.

Keywords: security alert unusual activity authenticate hacked account closed

Risk Operations,
Sam Brown",Phishing Email,yes,yes,"Generic greeting, urgency, threat of account suspension, and a call to action to ""update information"" without proper identification of the sender.",95
"Attention, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: stranded traveler, hotel asking, trust building, financial request, children's hospital, personal story

Sincerely,
Taylor Brown",Phishing Email,yes,yes,"Attempts to establish a vague prior connection, creates urgency with a false story of distress, and directly requests an emergency loan with vague repayment promises.",100
"Account holder, this is the department security team. There are policy violations on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a suspension.

Keywords: medicare department manager instagram medicaid

Sincerely,
Avery Martinez",Phishing Email,yes,yes,"Generic greeting, vague sender, urgent tone, and threat of suspension to prompt action without specific account details.",95
"Dear customer, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: private, noreply, go to, notification, click here, warning

Account Services,
Cameron Nguyen",Phishing Email,yes,yes,"Generic greeting, unsolicited link/attachment, urgent call to action, and vague sender are common phishing tactics.",95
"Subject: Weekly status report

Sharing the revised documentation with examples. The endpoints are described in section two.

Appreciate your feedback on this draft.

Best,
Taylor Patel",Safe Email,no,no,"The email content is generic business communication, not containing typical phishing indicators like suspicious links, urgent requests for sensitive information, or threats.",95
"Subject: Performance feedback

Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Thanks for reviewing the document.

Best,
Sam Martinez",Safe Email,yes,no,"Mentions an attached document in a generic, internal-sounding context, a common phishing tactic to deliver malware.",75
"Subject: Quarterly roadmap

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Feel free to add notes before we meet.

Best,
Casey Patel",Safe Email,yes,no,"The email deceptively mentions an ""agenda... included below"" but provides no link or attachment, a common social engineering tactic to elicit a reply or prepare for a follow-up malicious email.",90
"Dear user, this is the court security team. There are policy violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a restriction.

Keywords: medicaid homeland security federal acquisition

IT Desk,
Taylor Singh",Phishing Email,yes,yes,"Generic greeting, vague threat of policy violations, high urgency, and inconsistent sender (court security team) vs. signature (IT Desk, Taylor Singh) are all strong indicators of phishing.",100
"Subject: Welcome aboard

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Thanks for reviewing the document.

Best,
Cameron Garcia",Safe Email,no,no,"The provided text lacks common phishing indicators like suspicious links, requests for sensitive information, or urgent threats. It appears to be a standard business communication.",90
"Notice, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: sudden emergency, you were wearing, personal story, we talked about

IT Desk,
Avery Patel",Phishing Email,yes,yes,"The email uses social engineering by pretending to know the recipient, creates a sudden emergency, and directly requests an emergency loan, which are common phishing tactics.",95
"Hello, congratulations! You are the winner of a reward. To redeem your payment of $1,200, please provide your account number to process the amount. This deal is available today only.

Keywords: deal bitcoin reward

Security Team,
Avery Wong",Phishing Email,yes,yes,"Unsolicited reward, request for bank details, and false urgency are classic phishing tactics.",100
"Subject: Workshop recap

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

I'll share the slides later today.

Best,
Avery Brown",Safe Email,no,no,"No suspicious links, requests for sensitive data, or unusual grammar are present in the provided text.",70
"Hi there, final warning. Failure to respond will restrict your account. Immediate action is required to avoid penalty. Your case will be referred to court if unresolved.

Keywords: penalty forfeit close court

IT Desk,
Avery Khan",Phishing Email,yes,yes,"Uses high-pressure tactics, threats (account restriction, court), and extreme urgency without specific details, typical of phishing.",100
"Subject: Onboarding checklist

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

I'll share the slides later today.

Best,
Morgan Lee",Safe Email,no,no,"The email is a simple, professional update with no suspicious links, attachments, requests for sensitive information, or urgent/threatening language.",90
"Subject: Documentation review

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Feel free to add notes before we meet.

Best,
Jordan Kim",Safe Email,yes,no,This common business communication format is frequently used as a lure for malicious attachments or links.,80
"Subject: Welcome aboard

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Feel free to add notes before we meet.

Best,
Cameron Martinez",Safe Email,no,no,"The email is generic, contains no suspicious links or attachments, and requests no sensitive information.",95
"Hi there, your profile has been suspended. Use the secure link to update password and restore access. Enter your verification code to continue.

Keywords: forgot password log in

Sincerely,
Cameron Khan",Phishing Email,yes,yes,Creates urgency with a suspension threat and directs user to an implied link to update password and enter verification code.,100
"Subject: Code review summary

Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Thanks for reviewing the document.

Best,
Jordan Martinez",Safe Email,no,no,"This is a standard professional email about a code review; it lacks common phishing indicators like suspicious links, requests for sensitive info, or urgency.",95
"Notice, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: expires soon, expires today, limited time, hurry, now, limited offer

Regards,
Jamie Khan",Phishing Email,yes,yes,"Uses urgent, threatening language (""urgent notice"", ""access will expire soon"", ""act now"", ""time sensitive"") to pressure the recipient into immediate action, a common social engineering tactic in phishing.",95
"Subject: Invoice confirmation

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Feel free to add notes before we meet.

Best,
Taylor Brown",Safe Email,yes,no,"The subject ""Invoice confirmation"" does not match the body content about ""meeting minutes,"" and no attachment or link for the minutes is provided, indicating a deceptive attempt.",95
"Attention, congratulations! You are the selected recipient of a refund. To collect your payment of €5,000, please provide your routing number to process the total. This offer is available today only.

Keywords: mortgage collect cash pounds

Regards,
Avery Nguyen",Phishing Email,yes,yes,"Unsolicited refund claim requesting a routing number for an unexpected large sum, with a false sense of urgency.",100
"Subject: Classroom logistics

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Thanks for reviewing the document.

Best,
Cameron Wong",Safe Email,yes,no,"This email uses a common social engineering lure (""Please find the minutes"") to encourage opening a potentially malicious attachment or clicking a deceptive link.",80
"Notice, final warning. Failure to respond will freeze your account. Immediate action is required to avoid legal action. Your case will be referred to court if unresolved.

Keywords: court limit warrant prison fine

IT Desk,
Casey Garcia",Phishing Email,yes,yes,"Uses scare tactics and creates urgency (final warning, account freeze, legal action) to pressure the recipient.",95
"Subject: Lab availability

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Appreciate your feedback on this draft.

Best,
Cameron Khan",Safe Email,yes,no,The email uses a common social engineering tactic to induce the recipient to open a potentially malicious attachment under a plausible business pretext.,60
"Subject: Quarterly roadmap

Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Thanks for reviewing the document.

Best,
Jamie Nguyen",Safe Email,yes,no,"The email refers to a missing document, which is a common social engineering tactic to elicit a response or lead to a follow-up phishing attempt.",80
"Attention, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: upgrade, customer service, troubleshoot

Account Services,
Morgan Nguyen",Phishing Email,yes,yes,"Creates urgency, demands immediate action (click link) for a security fix, and the sender (Account Services) is inconsistent with IT.",100
"Account holder, this is the amazon accounts team. There are security concerns on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a hold.

Keywords: treasury acquisition account visa

IT Desk,
Jordan Singh",Phishing Email,yes,yes,"Generic greeting, urgent tone with threats, and a mismatch between the claimed sender (""amazon accounts team"") and the signature (""IT Desk, Jordan Singh"").",100
"Account holder, we detected a security alert on your account. To verify access, please confirm your information. Your account may be restricted until you recover it.

Keywords: locked violation

Security Team,
Casey Martinez",Phishing Email,yes,yes,"Generic greeting, creates urgency/threat of account restriction, and asks to ""confirm information"" to ""verify access.""",98
"Notice, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: bug, system administrator, virus, problem

Security Team,
Alex Martinez",Phishing Email,yes,yes,"Creates urgency, demands clicking a link to fix a critical issue, and includes an unusual ""Keywords"" section which is not typical for a legitimate IT alert.",100
"Account holder, this is the paypal compliance team. There are policy concerns on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a hold.

Keywords: cia fbi chairman amazon

Security Team,
Alex Kim",Phishing Email,yes,yes,"Generic salutation, creates urgency/threat of account hold, vague policy concerns, and directs to ""confidential steps"" (likely a malicious link).",95
"Subject: Research discussion

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

I'll share the slides later today.

Best,
Sam Wong",Safe Email,no,no,"The email contains no suspicious links, attachments, or requests for sensitive information; it's a generic internal update.",90
"Account holder, final warning. Failure to respond will restrict your account. Immediate action is required to avoid legal action. Your case will be referred to court if unresolved.

Keywords: action required terminate default confiscate

Sincerely,
Jordan Lee",Phishing Email,yes,yes,"Uses generic greeting, creates extreme urgency and threats (account restriction, legal action, court) to induce panic and immediate action.",95
"Attention, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: doctor, business trip, we met

Support Desk,
Riley Wong",Phishing Email,yes,yes,"Asks for a loan due to an emergency, vague context, classic ""friend in distress"" scam.",100
"Dear user, final warning. Failure to respond will seize your account. Immediate action is required to avoid fine. Your case will be referred to court if unresolved.

Keywords: summons limit seize warrant prison

Security Team,
Alex Kim",Phishing Email,yes,yes,"Uses extreme urgency and threats of account seizure, fines, and legal action to pressure the recipient into immediate action, a common phishing tactic.",100
"Dear user, this is the security department compliance team. There are security violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a suspension.

Keywords: court human resources immigration

Sincerely,
Alex Khan",Phishing Email,yes,yes,"Generic greeting/sender, creates urgency with threats of suspension, and includes irrelevant keywords to bypass spam filters.",100
"Subject: Research discussion

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Let me know if the timing works for you.

Best,
Casey Kim",Safe Email,yes,no,"Vague, unexpected request for training materials in an unspecified ""shared drive,"" a common tactic used to lure users to malicious sites or elicit replies for follow-up attacks.",80
"Dear customer, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: change password, personal information, passcode, verification code, password

Security Team,
Jordan Garcia",Phishing Email,yes,yes,"The email uses a generic greeting, creates urgency, and asks for multiple highly sensitive credentials (username, 2FA code, recovery key) for ""verification,"" which is a common phishing tactic to steal account access.",95
"Subject: Office maintenance

Quick reminder about the training session tomorrow. The materials are in the shared drive.

I'll share the slides later today.

Best,
Cameron Wong",Safe Email,yes,no,"The email is vague, especially regarding the ""shared drive"" without a direct link, which could lead the recipient to search for and potentially interact with a malicious resource.",85
"Hello, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: wallet stolen, doctor, single

Sincerely,
Taylor Lee",Phishing Email,yes,yes,"Classic ""distress scam"" asking for money due to a fabricated emergency (stolen wallet) with a vague relationship.",100
"Subject: Workshop recap

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Feel free to add notes before we meet.

Best,
Morgan Martinez",Safe Email,no,no,"No malicious links, attachments, or requests for sensitive information. Content is typical for workplace communication.",95
"Hello, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: fix, troubleshoot, spyware

Security Team,
Cameron Garcia",Phishing Email,yes,yes,"Creates urgency, impersonates IT, and instructs the user to click an unsolicited link for a ""security patch"" which is a common phishing tactic to distribute malware or steal credentials.",100
"Subject: Welcome aboard

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Thanks for reviewing the document.

Best,
Riley Nguyen",Safe Email,no,no,"The email content does not contain suspicious links, attachments, requests for sensitive information, or urgent threats.",80
"Subject: Meeting follow-up

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

I'll share the slides later today.

Best,
Avery Kim",Safe Email,no,no,"The email content lacks typical phishing indicators such as suspicious links, requests for sensitive information, urgency, or obvious grammatical errors.",90
"Account holder, your login has been locked. Use the secure link to verify your username and restore access. Enter your verification code to continue.

Keywords: profile username password sign in

Sincerely,
Jordan Lee",Phishing Email,yes,yes,"Generic greeting, creates urgency, requests sensitive login information via an implied external link.",95
"Hi there, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: delete after reading, forward, notice, confidential, visit

Support Desk,
Alex Singh",Phishing Email,yes,yes,"Generic greeting, vague notification, urgent call to click an unknown link and open an attachment are classic phishing tactics.",95
"Subject: Workshop recap

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Let me know if the timing works for you.

Best,
Avery Kim",Safe Email,no,no,"No malicious links, attachments, or direct requests for sensitive data; appears to be a routine reminder.",95
"Dear customer, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: do not share, install, no-reply, alert, sensitive

IT Desk,
Avery Nguyen",Phishing Email,yes,yes,"Generic greeting, unsolicited ""notification"" with a link and a suspicious attachment, and a ""no-reply"" instruction are common phishing tactics.",95
"Subject: Schedule confirmation

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Appreciate your feedback on this draft.

Best,
Sam Singh",Safe Email,no,no,"The provided email content contains no explicit suspicious elements like malicious links, requests for sensitive information, or unusual phrasing typical of phishing attempts.",90
"Notice, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: now, ends soon, instantly, today only, expires midnight

IT Desk,
Sam Kim",Phishing Email,yes,yes,"The email uses highly urgent, threatening language (""urgent notice,"" ""access will expire soon,"" ""act now,"" ""immediately,"" ""time sensitive"") to pressure the recipient, a common phishing tactic.",95
"Account holder, final warning. Failure to respond will block your account. Immediate action is required to avoid penalty. Your case will be referred to prosecution if unresolved.

Keywords: desist hold immediate action

Security Team,
Morgan Patel",Phishing Email,yes,yes,"Uses generic salutation, creates extreme urgency and fear with threats of account blockage and prosecution, and demands immediate action.",95
"Dear user, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: syria, marriage, help me, temporary loan, extend stay

Support Desk,
Avery Kim",Phishing Email,yes,yes,"Generic greeting, pretends familiarity, creates an urgent financial emergency, and directly requests money with a promise of repayment.",100
"Subject: Networking event details

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Thanks for reviewing the document.

Best,
Riley Garcia",Safe Email,no,no,"No malicious links or attachments provided, no suspicious requests for personal information, and the language is generic business communication.",90
"Hi there, congratulations! You are the selected recipient of a prize. To redeem your gift of 3 BTC, please provide your routing number to process the amount. This offer is limited time.

Keywords: cryptocurrency inheritance win price 10,000

Compliance Team,
Casey Garcia",Phishing Email,yes,yes,Unsolicited prize for cryptocurrency that asks for a bank routing number (not needed for BTC) and creates urgency.,100
"Attention, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: auto-generated, secret, do not forward, share, go to

Support Desk,
Riley Singh",Phishing Email,yes,yes,"Generic notification with an urgent call to click an unspecified link or open an attachment, a common tactic to deliver malware or harvest credentials.",95
"Subject: Welcome aboard

Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Let me know if the timing works for you.

Best,
Jordan Nguyen",Safe Email,yes,no,"Email claims an attachment (""attached in the document"") but none is indicated in the provided text, and the content is inconsistent.",85
"Hello, congratulations! You are the selected recipient of a refund. To collect your gift of ₹80,000, please provide your account number to process the total. This offer is limited time.

Keywords: help me free inheritance jackpot gift

Security Team,
Casey Singh",Phishing Email,yes,yes,"Unexpected large sum (gift/refund), request for account number, and creates urgency, all common scam tactics.",100
"Hello, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: international issues, medical conference, stolen, personal story, ran into, unexpected situation

Account Services,
Avery Patel",Phishing Email,yes,yes,"It uses social engineering tactics like fabricating a past connection and an urgent, emotional story to solicit an emergency loan.",100
"Subject: Weekly status report

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Appreciate your feedback on this draft.

Best,
Jordan Kim",Safe Email,no,no,"The email content is standard business communication, requesting feedback on an attached draft proposal without suspicious language, unusual urgency, or requests for sensitive information.",95
"Hi there, we detected unusual activity on your account. To authenticate access, please update your information. Your account may be temporarily on hold until you recover it.

Keywords: hacked recover restricted account closed

Security Team,
Taylor Khan",Phishing Email,yes,yes,"Creates urgency/fear (""unusual activity,"" ""on hold""), requests ""update information"" (data collection), and lacks specific company details.",95
"Subject: Office maintenance

Thanks for attending the workshop. Here are links to references and the slide deck.

Feel free to add notes before we meet.

Best,
Sam Khan",Safe Email,yes,no,"The subject line (""Office maintenance"") does not match the email body content (workshop follow-up), which is a common phishing tactic to bypass filters or mislead recipients.",90
"Hello, congratulations! You are the winner of a reward. To collect your payment of ₹80,000, please provide your account number to process the total. This offer is limited time.

Keywords: account number sale commission save dollar

Sincerely,
Jamie Singh",Phishing Email,yes,yes,"Unsolicited prize, request for account number, and a limited-time urgency are classic phishing tactics to steal financial information.",100
"Dear customer, this is the official accounts team. There are policy concerns on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a restriction.

Keywords: account google ebay whatsapp

Risk Operations,
Avery Nguyen",Phishing Email,yes,yes,"Generic threat, urgency, and a call to action to ""review your account"" without specifying the company are classic phishing tactics.",95
"Attention, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: login, change password, recovery key, passcode

IT Desk,
Avery Garcia",Phishing Email,yes,yes,"Asks for username, 2FA code, and recovery key simultaneously to ""restore access,"" which no legitimate service would do.",100
"Dear user, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: medical conference, ran into, charity gala, we talked about, transfer back

Compliance Team,
Jordan Brown",Phishing Email,yes,yes,"Generic greeting, fabricated emergency, and direct request for money leveraging a false past connection.",95
"Subject: Performance feedback

Sharing the revised documentation with examples. The endpoints are described in section two.

Appreciate your feedback on this draft.

Best,
Alex Brown",Safe Email,yes,no,"Email implies an external ""documentation"" which is a common vector for delivering malicious links or attachments.",75
"Attention, this is the state security team. There are policy concerns on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a suspension.

Keywords: medicare director

IT Desk,
Casey Garcia",Phishing Email,yes,yes,"Impersonates a vague authority, uses threatening language to create urgency, and demands immediate action without specifics, aiming to trick the recipient.",95
"Hello, this is an 48 hours notice regarding your account. Your access will be limited today. To avoid interruption, act now. This offer is last chance and expires midnight. Follow the instructions immediately.

Keywords: act now urgent expires

Support Desk,
Sam Wong",Phishing Email,yes,yes,"Uses extreme urgency, threats (access limitation), and vague language to pressure immediate action, classic phishing tactics.",95
"Attention, this is the treasury accounts team. There are policy violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a restriction.

Keywords: american express cia social security department wells fargo

Account Services,
Morgan Wong",Phishing Email,yes,yes,"Uses vague threats (policy violations, restriction) and urgency to prompt immediate action to review an unspecified account through ""confidential steps.""",100
"Subject: Team lunch planning

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Thanks for reviewing the document.

Best,
Jamie Lee",Safe Email,yes,no,"The subject line ""Team lunch planning"" is inconsistent with the body content discussing a ""draft proposal"" for a ""client,"" which is a common phishing tactic to mislead recipients.",90
"Hello, we detected a login attempt on your account. To verify access, please update your information. Your account may be restricted until you recover it.

Keywords: confirm fraud alert compromised malware detected

Risk Operations,
Taylor Wong",Phishing Email,yes,yes,"Creates urgency, requests account update due to detected activity, and threatens restriction.",95
"Subject: Project update

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

I'll share the slides later today.

Best,
Riley Singh",Safe Email,no,no,"The email content is generic and lacks common phishing indicators like suspicious links (none provided), urgent requests, or demands for sensitive information. It reads like a typical internal update.",80
"Subject: Budget planning

Good morning, the updated agenda for next week is included below. Please check your tasks and add comments.

I'll share the slides later today.

Best,
Taylor Kim",Safe Email,yes,no,"The email states ""the updated agenda... is included below"" but no content or attachment is present, which is a common phishing tactic to hide malicious links/attachments or elicit a reply.",90
"Notice, final warning. Failure to respond will hold your account. Immediate action is required to avoid legal action. Your case will be referred to court if unresolved.

Keywords: consequences fine limit close

Compliance Team,
Avery Kim",Phishing Email,yes,yes,"Uses urgent, threatening language and vague warnings without specifying the sender or details of the alleged issue.",100
"Account holder, we detected a security alert on your account. To verify access, please update your information. Your account may be temporarily on hold until you reactivate it.

Keywords: suspicious activity restore

Compliance Team,
Avery Garcia",Phishing Email,yes,yes,"Generic greeting, creates urgency with a security alert, and demands an information update.",95
"Subject: Networking event details

Sharing the revised documentation with examples. The endpoints are described in section two.

Feel free to add notes before we meet.

Best,
Jamie Martinez",Safe Email,yes,no,"The subject ""Networking event details"" clashes with the technical term ""endpoints"" in the body, which is suspicious and often used to entice opening a malicious attachment or link.",85
"Dear user, congratulations! You are the selected recipient of a refund. To redeem your payment of ₹80,000, please provide your routing number to process the sum. This deal is available today only.

Keywords: medical treatment jackpot need help

Compliance Team,
Cameron Garcia",Phishing Email,yes,yes,"Unsolicited refund, request for sensitive financial details, generic sender, and false urgency are classic phishing signs.",100
"Dear customer, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: spyware, infection, antivirus

Account Services,
Casey Martinez",Phishing Email,yes,yes,"Generic greeting, creates urgency/fear, requests clicking a link for a ""security patch,"" and sender (Account Services) doesn't match ""IT department.""",100
"Attention, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: troubleshoot, server, system administrator, firewall, virus

Compliance Team,
Morgan Kim",Phishing Email,yes,yes,"Unexpected sender (Compliance Team) for a technical IT issue, creates urgency, and instructs user to click a link for a ""security patch.""",100
"Account holder, this is the facebook security team. There are policy violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a hold.

Keywords: homeland security spotify medicare

Risk Operations,
Jamie Khan",Phishing Email,yes,yes,"Generic greeting, creates urgency/threat, and asks to follow ""confidential steps"" to avoid account hold, all common phishing tactics.",95
"Subject: Research discussion

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

I'll share the slides later today.

Best,
Avery Kim",Safe Email,no,no,"No suspicious links, attachments, or requests for sensitive information. Reads like a legitimate meeting confirmation.",90
"Subject: Welcome aboard

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Appreciate your feedback on this draft.

Best,
Taylor Lee",Safe Email,no,no,"The email is a normal business communication and contains no suspicious links, requests for sensitive information, or urgent demands.",90
"Dear user, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: log in, authentication, recover account, username, access code

Sincerely,
Casey Garcia",Phishing Email,yes,yes,"Asks for multiple sensitive credentials (username, password, 2FA, recovery key) to ""restore access"" without specifying a legitimate platform, a common tactic to steal information.",100
"Subject: Onboarding checklist

Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Appreciate your feedback on this draft.

Best,
Cameron Patel",Safe Email,yes,no,"Uses social engineering to prompt opening an attachment, a common phishing vector.",85
"Hello, final warning. Failure to respond will freeze your account. Immediate action is required to avoid fine. Your case will be referred to the judge if unresolved.

Keywords: desist immediate action cancel confiscate jail

Account Services,
Riley Kim",Phishing Email,yes,yes,"Generic greeting, urgent threats of account freeze, fines, and legal action without specific account details.",100
"Dear customer, your account has been restricted. Use the secure link to verify your username and restore access. Enter your username and password to continue.

Keywords: password login pin recovery key

Regards,
Jamie Singh",Phishing Email,yes,yes,"Creates urgency, uses generic greeting, and asks for username and password via a link to ""restore access,"" typical of credential harvesting.",100
"Notice, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: widower, unexpected situation, traveling

Regards,
Sam Kim",Phishing Email,yes,yes,"This is a classic 'friend in distress' scam, impersonating a known contact to create a false emergency (stolen wallet) and solicit an urgent temporary loan.",100
"Subject: Networking event details

Thanks for attending the workshop. Here are links to references and the slide deck.

Let me know if the timing works for you.

Best,
Riley Khan",Safe Email,yes,no,"The email is generic, mentions links not provided, and the abrupt question about ""timing"" is a common tactic to initiate conversation for social engineering.",80
"Subject: Classroom logistics

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Thanks for reviewing the document.

Best,
Morgan Wong",Safe Email,no,no,"No suspicious links, attachments, or requests for personal information are present. The language is routine for a work-related reminder.",90
"Notice, we detected a login attempt on your account. To verify access, please confirm your information. Your account may be temporarily on hold until you reactivate it.

Keywords: update unauthorized compromised

IT Desk,
Cameron Brown",Phishing Email,yes,yes,"Creates urgency/threat (account on hold), requests to ""confirm information"" (likely sensitive via fake link), and is vague about the sender/service.",100
"Dear user, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: conference, destiny, remembered you

Security Team,
Casey Martinez",Phishing Email,yes,yes,"Generic greeting, urgent request for money due to a crisis, unusual sender (Security Team) making a personal loan request.",100
"Subject: Code review summary

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

Appreciate your feedback on this draft.

Best,
Riley Wong",Safe Email,no,no,"No suspicious links, attachments, or requests for sensitive information; content is typical professional communication.",90
"Subject: Budget planning

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Appreciate your feedback on this draft.

Best,
Cameron Lee",Safe Email,no,no,"No suspicious links, attachments, or requests for sensitive information. Content is a standard meeting confirmation.",90
"Account holder, this is the agency compliance team. There are security concerns on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a suspension.

Keywords: human resources spotify hr twitter

Sincerely,
Cameron Singh",Phishing Email,yes,yes,"Generic greeting, vague sender, urgent and threatening tone demanding immediate action to avoid suspension.",100
"Subject: Schedule confirmation

Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Let me know if the timing works for you.

Best,
Avery Lee",Safe Email,no,no,"Content appears to be a normal work-related message with no suspicious links, requests for sensitive info, or urgent/threatening language.",90
"Subject: Performance feedback

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Thanks for reviewing the document.

Best,
Alex Patel",Safe Email,yes,no,"Generic content, misleading subject line, and a vague reference to an unspecified ""shared drive"" are common phishing tactics to trick recipients into clicking malicious links.",90
