Email Text,Email Type,Phishing,Ground Truth,Reasoning,Confidence
We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email,yes,yes,Generic alert urging login to review transactions with no branding or personalization; common phishing tactic.,82
"Hello John, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email,no,no,"The message is a generic project update without unusual requests, links, attachments, or credential prompts.",85
Important: Update your email account settings to avoid service interruption.,Phishing Email,yes,yes,The message uses urgency to prompt account updates and lacks context or verified sender.,75
Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email,no,no,Generic newsletter welcome with no requests for personal data or urgent actions,75
"Dear Chris, your account has been compromised. Click the link to reset your password immediately.",Phishing Email,yes,yes,Urgent request to click a link to reset a password; lacks service identification and verifiable sender; common phishing tactic.,85
Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email,yes,yes,Unsolicited alert requesting you to click a link to verify your account is a common phishing tactic; lacks clear sender or legitimate context.,85
"Hello Taylor, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email,no,no,"It's a generic internal update with no links, attachments, or requests for sensitive data.",70
"Dear Jane, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email,yes,no,"Generic invite with a ""Register now"" CTA and no verifiable sender details; common phishing tactic.",60
Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email,no,no,"It’s a generic welcome message with no links, requests for personal data, or urgency/spoofing indicators.",70
"Hi Jordan, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email,no,no,"It's a casual, non-urgent networking follow-up with no links, requests for credentials, or other red flags.",85
Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email,yes,yes,"It asks for personal information to confirm delivery, a common phishing tactic using urgency.",85
Congratulations! You've won a $1000 gift card. Click here to claim your prize.,Phishing Email,yes,yes,"It presents an unsolicited prize and urges clicking a link to claim it, a common phishing tactic.",90
You have a new secure message from your bank. Click here to read it.,Phishing Email,yes,yes,"Generic bank alert with a link to read a message; lacks bank-specific details, a common phishing tactic.",85
Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email,no,no,"Generic welcome message with no links, requests for credentials, or other red flags.",70
Reminder: Our meeting is scheduled for tomorrow at 2 PM. Please be prepared with your updates.,Safe Email,no,no,Routine meeting reminder with no suspicious links or requests for sensitive information.,85
"Dear Sam, thank you for your purchase. Your order will be shipped soon.",Safe Email,no,no,It is a generic transactional message with no links or requests for sensitive information.,70
"Hi Morgan, please find the attached report for this month's performance review.",Safe Email,no,no,"The message is a generic business email with an attachment; no links, no credential requests, and no obvious urgency.",60
"Hi Drew, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email,no,no,"Neutral reminder about a deadline; lacks suspicious elements like links, attachments, or credential requests.",92
"Hi Morgan, please find the attached report for this month's performance review.",Safe Email,no,no,"Not obviously phishing; it's a routine internal email about a report, with no urgent demand or credential request. Attachments can be legitimate, but verify the sender if unsure.",60
Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email,no,no,It appears to be a standard business email with no obvious phishing indicators (no links or credential requests); the mention of an attachment could be legitimate.,65
Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email,no,no,A generic welcome newsletter with no suspicious requests or links.,85
Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email,yes,yes,Urgent payment request with an attachment is a common phishing tactic; lack of sender verification makes it suspicious.,70
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,Urgency to update billing and payment details is a common phishing tactic; the message lacks verifiable sender identity.,85
"Hi Alex, please find the attached report for this month's performance review.",Safe Email,no,no,"It is a routine, professional message with a personalized greeting and no suspicious links or urgent demands; the mention of an attached report can be legitimate.",65
Congratulations! You've won a $1500 gift card. Click here to claim your prize.,Phishing Email,,yes,Error: Invalid or no response from OpenAI API. Response: No response,
"Hi Alex, please find the attached report for this month's performance review.",Safe Email,no,no,No obvious phishing indicators in the body; it reads as a generic internal report email without suspicious links or data requests.,60
Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email,no,no,"It's a generic newsletter welcome with no suspicious requests, links, or credential prompts.",75
Important: Update your email account settings to avoid service interruption.,Phishing Email,,yes,Error: Invalid or no response from OpenAI API. Response: No response,
Reminder: Our meeting is scheduled for tomorrow at 10 AM. Please be prepared with your updates.,Safe Email,no,no,It's a routine meeting reminder with no suspicious requests or links.,85
"Hi Drew, please find the attached report for this month's performance review.",Safe Email,no,no,Content is generic and lacks suspicious cues; cannot determine malicious intent from text alone.,60
Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email,no,no,"Generic, benign-sounding update about meeting minutes; no requests for passwords, no suspicious links, and no urgency.",65
Reminder: Our meeting is scheduled for tomorrow at 10 AM. Please be prepared with your updates.,Safe Email,no,no,"It's a generic meeting reminder and does not request sensitive information, credentials, or include suspicious links.",85
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,"Urgent payment-declined message asking to update billing info is a classic phishing bait; without verifiable sender info, it could be fake.",85
"Hi Jordan, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email,no,no,"Neutral networking follow-up with no suspicious requests, links, or urgency.",70
Congratulations! You've won a $2000 gift card. Click here to claim your prize.,Phishing Email,yes,yes,Unsolicited prize claim with a suspicious link and no verifiable sender,92
"Hello Taylor, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email,no,no,"It is a benign project update request with no suspicious links, attachments, or requests for sensitive information.",85
Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email,yes,yes,"Urgent, generic renewal prompt is a common phishing tactic and lacks verifiable sender information or personalization.",65
"Hello John, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email,no,no,"The email is a neutral internal update with no links, attachments, urgency, or requests for sensitive information, which are common phishing cues.",78
Congratulations! You've won a $1500 gift card. Click here to claim your prize.,Phishing Email,yes,yes,"Unsolicited prize claim with a link, a common tactic to steal information or install malware.",92
"Hi Morgan, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email,no,no,"No suspicious requests, links, or credential prompts; it's a normal deadline reminder.",83
"Dear John, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email,no,no,"The message appears to be a routine renewal confirmation with no links, attachments, or requests for sensitive data.",75
"Dear Sam, thank you for your purchase. Your order will be shipped soon.",Safe Email,no,no,It resembles a normal order confirmation with no suspicious requests or links.,90
Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email,yes,yes,"It requests personal information to confirm delivery and uses urgency, a common phishing tactic.",85
Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email,no,no,It appears to be a normal meeting follow-up with an attachment and no obvious phishing indicators.,65
Reminder: Our meeting is scheduled for tomorrow at 10 AM. Please be prepared with your updates.,Safe Email,no,no,"No obvious phishing cues; it's a simple, non-urgent meeting reminder with no links, attachments, or requests for credentials.",78
Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email,yes,yes,"Generic expiration notice with no sender details or legitimate identifiers; urges immediate renewal, a common phishing tactic.",70
"Dear Drew, your account has been compromised. Click the link to reset your password immediately.",Phishing Email,yes,yes,Urgent password-reset request with a link and a generic greeting; a common phishing pattern.,85
"Hi Jordan, please find the attached report for this month's performance review.",Safe Email,no,no,"It appears to be a normal business email requesting an attached report; lacks common phishing cues like urgent data requests, credential prompts, or suspicious links.",78
You have a new secure message from your bank. Click here to read it.,Phishing Email,yes,yes,It resembles a common phishing tactic—claims of a secure bank message and a required click on a link without verification.,70
Congratulations! You've won a $2000 gift card. Click here to claim your prize.,Phishing Email,yes,yes,Unsolicited prize offer with a link to claim from an unknown sender; a common phishing tactic.,92
Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email,yes,yes,"It asks for personal information and creates urgency to ""confirm delivery,"" a classic phishing tactic.",85
Congratulations! You've won a $2000 gift card. Click here to claim your prize.,Phishing Email,yes,yes,Unsolicited prize offer with a clickable claim link; a common phishing tactic.,85
Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email,yes,yes,"The message uses urgent renewal language and lacks verifiable details (sender, links), a common phishing tactic.",70
"Hi Drew, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email,no,no,"Normal post-conference networking email; no links, no requests for sensitive data, no urgency.",90
Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email,no,no,"Normal business email requesting review of attached meeting minutes; no obvious phishing cues (no urgency, no credential or monetary requests, no suspicious links).",60
Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email,no,no,"No obvious phishing cues; it's a generic business email about meeting minutes. Attachments can be risky, but this content alone doesn't indicate phishing.",60
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,Urgent request to update billing info with no provider identification; a common phishing tactic.,78
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,Unsolicited urgent request to update billing info via email; common phishing tactic and lacks verifiable sender details or official login path.,75
Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email,yes,yes,It asks for personal information and creates urgency about delivery—common phishing tactic.,92
"Dear Jane, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email,no,no,No suspicious elements; it's a generic renewal notice without links or requests for sensitive information.,70
"Hi Jane, please find the attached report for this month's performance review.",Safe Email,no,no,"It's a normal business email fragment with no suspicious links, requests for sensitive data, or urgent language.",70
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,Urgent billing update after a declined payment is a common phishing tactic; lacks verifiable sender details.,85
"Dear Alex, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email,no,no,"The snippet appears to be a generic webinar invitation with no credential requests, suspicious links, or attachments visible.",70
Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email,yes,yes,"Requests personal information to confirm delivery; unsolicited and urgent, a common phishing tactic.",85
Congratulations! You've won a $500 gift card. Click here to claim your prize.,Phishing Email,yes,yes,"The message is unsolicited, promises a prize, and asks you to click a link—classic phishing tactics lacking verification.",85
"Dear Taylor, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email,no,no,No obvious phishing indicators; it's a generic renewal notice with no links or data requests.,70
"Hi Jane, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email,no,no,"A straightforward, neutral reminder about a deadline with no sensitive data requests or suspicious elements.",78
Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email,no,no,"It is a generic newsletter welcome without urgent requests or suspicious links, which are typical phishing traits.",75
Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email,no,no,It looks like a typical business email about meeting minutes with an attachment; no suspicious elements detected.,70
Congratulations! You've won a $500 gift card. Click here to claim your prize.,Phishing Email,yes,yes,Unsolicited prize offer with a link is a classic phishing tactic to steal credentials or install malware.,92
"Dear Sam, your account has been compromised. Click the link to reset your password immediately.",Phishing Email,yes,yes,Uses urgent language and asks to click a password reset link; no verifiable sender or domain is provided.,75
Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email,no,no,"Very generic welcome email with no requests for personal data, urgency, or suspicious links.",70
"Hi Sam, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email,no,no,"It looks like a normal follow-up with no links, urgency, or request for sensitive data.",78
Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email,yes,yes,"It asks for personal information to ""confirm delivery"" and creates urgency, a common phishing tactic.",90
"Dear Casey, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email,no,no,It is a neutral renewal confirmation with no urgent requests or suspicious links visible.,70
"Hi Jane, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email,no,no,"It's a straightforward follow-up with no links, attachments, or requests for sensitive data; no obvious phishing cues.",85
Important: Update your email account settings to avoid service interruption.,Phishing Email,yes,yes,"Urgent, generic request to update email settings to avoid service interruption; lacks sender verification and legitimate context.",75
"Dear Chris, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email,no,no,It looks like a generic webinar invite with no clear request for sensitive data or malicious links; authenticity can't be confirmed from this snippet.,60
Congratulations! You've won a $500 gift card. Click here to claim your prize.,Phishing Email,yes,yes,"Unsolicited prize offer with a link to claim; lacks personalization and sender verification, a common phishing tactic.",92
Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email,yes,yes,"It uses urgency to renew with no sender identity or verifiable info, a common phishing tactic.",70
"Dear Casey, your account has been compromised. Click the link to reset your password immediately.",Phishing Email,yes,yes,Urgent password-reset link with a generic greeting; no verified sender info—classic phishing tactic.,90
"Dear Jane, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email,no,no,It's a generic renewal notice with no suspicious links or action requests.,70
"Hi Casey, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email,no,no,"It contains a normal networking follow-up with no suspicious links, requests for sensitive data, or urgency.",85
Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email,yes,yes,"Urgency to renew is a common phishing tactic; without sender details or a legitimate domain, it's suspicious but could be legitimate.",60
"Hi Chris, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email,no,no,"This appears to be a straightforward reminder with no links, attachments, or requests for sensitive information.",90
Congratulations! You've won a $2000 gift card. Click here to claim your prize.,Phishing Email,yes,yes,"Unsolicited prize offer with a ""click here"" link, urgent call to action, and no verifiable sender details—classic phishing pattern.",92
Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email,yes,yes,"Urgency to renew with no branding, sender info, or verifiable link is typical phishing.",70
"Hi Sam, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email,no,no,"The content is a benign, neutral follow-up with no urgent cues, links, attachments, or requests for sensitive data.",75
Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email,no,no,No obvious phishing cues; routine business email mentioning an attachment with no requests for sensitive data.,60
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,"It prompts immediate update of billing info to avoid service disruption, a common phishing tactic; no verifiable context or links.",70
Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email,yes,yes,"It uses urgent security language and a generic link to ""verify your account,"" without personalization or verifiable sender details, a common phishing tactic.",85
"Dear Jane, thank you for your purchase. Your order will be shipped soon.",Safe Email,no,no,It appears to be a standard order/shipment confirmation with no requests for sensitive data or suspicious links; content alone is not enough to confirm authenticity.,70
"Hi Morgan, please find the attached report for this month's performance review.",Safe Email,no,no,"Neutral internal-sounding message with an attachment; no urgency, no links, and no request for sensitive data.",60
Important: Update your email account settings to avoid service interruption.,Phishing Email,yes,yes,"Urgent generic request to ""update your email account settings"" with no company identity or links; common phishing lure.",70
"Dear Taylor, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email,no,no,"Generic promo text; no request for sensitive data or urgency, and no link shown; content alone resembles legitimate webinar marketing.",65
Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email,yes,yes,"It uses a generic, urgent payment request with an attached invoice and no personalization or sender verification, a common phishing tactic.",78
Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email,yes,yes,Urgent renewal prompt is a common phishing tactic; lacks sender details or verifiable context.,75
Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email,yes,yes,Urgent renewal prompt with no verifiable sender or account details; a common phishing tactic to induce clicking or payment.,75
Congratulations! You've won a $1500 gift card. Click here to claim your prize.,Phishing Email,yes,yes,It claims you've won a prize and asks you to click a link with no verification—classic phishing lure.,85
Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email,yes,yes,"The message is generic, urges immediate payment and contains an attachment with no verifiable sender or invoice details.",80
"Hi Taylor, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email,no,no,It looks like a normal reminder email without suspicious content or requests for sensitive data.,80
Reminder: Our meeting is scheduled for tomorrow at 1 PM. Please be prepared with your updates.,Safe Email,no,no,"It's a straightforward meeting reminder with no links, attachments, or requests for sensitive data.",85
Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email,yes,yes,It's a common phishing tactic where a delivery notice asks for personal information; legitimate carriers don’t request sensitive data via email.,92
Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email,no,no,It's a typical business email with an attachment and no obvious phishing cues in the text.,65
Congratulations! You've won a $3000 gift card. Click here to claim your prize.,Phishing Email,yes,yes,Unsolicited prize offer directing to a link is a common phishing tactic.,90
"Hi Morgan, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email,no,no,No obvious red flags; a normal networking message with no links or credential requests.,85
"Hi Jane, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email,no,no,"It is a neutral reminder about a deadline with no links, attachments, or requests for sensitive information.",75
"Dear Drew, thank you for your purchase. Your order will be shipped soon.",Safe Email,no,no,It reads like a standard order-confirmation/shipping notice with no requests for sensitive information or links.,75
Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email,yes,yes,"The message uses urgent payment language and an attachment with no verifiable sender context, a common phishing tactic.",65
Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email,yes,yes,"It requests personal information to confirm delivery, a common phishing tactic.",90
Congratulations! You've won a $500 gift card. Click here to claim your prize.,Phishing Email,yes,yes,"Unsolicited prize offer with a click-link; common phishing tactic, no verifiable source.",92
We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email,yes,yes,"It uses urgency and a generic ""log in to review transactions"" prompt without identifying the sender.",85
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,"It asks for billing information via email to continue service, a common phishing tactic without verification.",75
We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email,yes,yes,"It prompts login to review transactions, a common phishing tactic, and lacks verifiable sender details.",85
"Dear Chris, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email,no,no,"Routine renewal notice; no request for credentials, payment, or links.",70
"Hi Casey, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email,no,no,"It’s a straightforward, unsolicited but common networking note after a conference; no links, no requests for sensitive data, no urgency.",85
"Hello Alex, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email,no,no,"The message is a generic internal project update request with no suspicious links, attachments, or requests for credentials.",70
Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email,no,no,Content is a routine business email announcing minutes with no suspicious links or requests.,70
Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email,yes,yes,Generic invoice lure asking for immediate payment; no sender info or company details.,75
Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email,yes,yes,"It uses urgency to pay an attached invoice, a common phishing tactic; without sender verification, it’s suspicious.",70
"Dear Drew, thank you for your purchase. Your order will be shipped soon.",Safe Email,no,no,This appears to be a standard order/shipping confirmation with no requests for sensitive data or suspicious links.,70
Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email,yes,yes,"It asks for personal information to confirm delivery, a common phishing tactic.",85
Congratulations! You've won a $2000 gift card. Click here to claim your prize.,Phishing Email,yes,yes,Unsolicited prize offer with a link is a common phishing tactic; no verification of sender.,90
"Dear Alex, your account has been compromised. Click the link to reset your password immediately.",Phishing Email,,yes,Error: Invalid or no response from OpenAI API. Response: No response,
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,A payment-declined notice asking to update billing info is a common phishing tactic and lacks verifiable sender details.,85
Important: Update your email account settings to avoid service interruption.,Phishing Email,yes,yes,"Urgent, generic warning with no sender details; prompts updating account settings—common phishing tactic.",85
You have a new secure message from your bank. Click here to read it.,Phishing Email,yes,yes,It resembles a common phishing tactic—an urgent bank alert with a clickable link; legitimate banks usually direct you to the official site and avoid generic 'Click here' links.,70
Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email,yes,yes,"Urgent renewal prompt with generic wording; lacks personalization and verifiable sender details, a common phishing tactic.",75
You have a new secure message from your bank. Click here to read it.,Phishing Email,yes,yes,"Generic prompt to click a link claiming a bank message; lacks personalization and verifiable sender details, a common phishing pattern.",70
"Hi Drew, please find the attached report for this month's performance review.",Safe Email,no,no,It looks like a routine internal email with a personalized greeting and an attachment request; no obvious phishing cues are evident from the text.,65
"Hi Casey, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email,no,no,"It appears legitimate—a simple deadline reminder with no links, no requests for credentials, and no urgent language.",85
"Dear Morgan, your account has been compromised. Click the link to reset your password immediately.",Phishing Email,yes,yes,Urgent password reset request with a link; lack of verification details makes it suspicious.,85
"Dear Jordan, thank you for your purchase. Your order will be shipped soon.",Safe Email,no,no,"It's a generic transactional note with no requests for sensitive data or links, typical of legitimate order confirmations.",70
You have a new secure message from your bank. Click here to read it.,Phishing Email,yes,yes,Unsolicited message claiming a secure bank message and prompting a click to read it is a common phishing tactic; it lacks personalization and verifiable sender details.,85
We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email,yes,yes,"The message uses a generic alert about unusual activity and prompts a login, a classic phishing lure; it lacks verifiable details or legitimate context.",75
Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email,yes,yes,It's a classic urgency-based renewal scam that pressures action and lacks verifiable sender information.,70
We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email,yes,yes,The message uses urgent language to prompt login to review activity and lacks legitimate identifiers or secure channel details.,70
"Dear Alex, thank you for your purchase. Your order will be shipped soon.",Safe Email,no,no,"This is a generic transactional email with no suspicious links, urgent language, or credential requests.",85
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,Urgent request to update billing info; lacks verification and legitimate identifiers.,85
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,Urgent request to update billing to continue service is a common phishing tactic; lacks verification or legitimate context.,75
"Hi Casey, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email,no,no,No obvious red flags; it's a benign post-conference networking email asking to meet for coffee.,72
Reminder: Our meeting is scheduled for tomorrow at 10 AM. Please be prepared with your updates.,Safe Email,no,no,"It appears to be a normal meeting reminder with no request for sensitive information, no links or attachments, and no unusual urgency or sender spoofing.",85
Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email,yes,yes,"It asks for personal information to confirm a delivery and uses urgency, a common phishing tactic.",85
"Dear Taylor, your account has been compromised. Click the link to reset your password immediately.",Phishing Email,yes,yes,"It urges clicking a password reset link, a common phishing tactic; no sender verification is provided.",90
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,Urgent request to update billing info after a declined payment is a common phishing tactic; lacks verifiable account details.,75
"Hello Sam, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email,no,no,"The email is a generic, professional project update with no links, attachments, or requests for sensitive information.",90
Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email,yes,yes,"It asks for personal information to confirm delivery, which is a common phishing tactic and lacks verifiable details.",85
Important: Update your email account settings to avoid service interruption.,Phishing Email,yes,yes,"It uses urgent, generic language to ""update settings"" without verifiable sender details, a common phishing tactic.",75
Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email,yes,yes,"It uses urgency to renew and lacks verifiable sender details or legitimate context, a common phishing tactic.",70
Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email,no,no,"Generic welcome email with no suspicious content (no links, requests, or urgency).",75
Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email,no,no,"The content is generic and lacks clear phishing indicators (no links, no urgent requests, only a routine attachment note).",60
"Dear Drew, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email,no,no,"It's a plain renewal confirmation with no suspicious links, no requests for passwords or payment details, and no urgent action.",75
You have a new secure message from your bank. Click here to read it.,Phishing Email,yes,yes,A generic bank alert prompting a click to read a message is a classic phishing tactic to lure credential-stealing clicks.,85
We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email,yes,yes,"The message uses a generic alert urging login to ""review transactions,"" lacking personalization and verifiable sender details—common phishing tactic.",70
"Dear Jordan, your account has been compromised. Click the link to reset your password immediately.",Phishing Email,yes,yes,Urgent security alert asking to click a password-reset link with a generic greeting; lacks branding and verifiable sender.,90
"Hi Morgan, please find the attached report for this month's performance review.",Safe Email,no,no,"The message is a simple, plausible internal note about an attachment; no links, credential requests, or urgent pressure.",70
Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email,yes,yes,"Uses urgency about an expiring subscription to prompt action, a common phishing tactic, often lacking verifiable sender details.",70
Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email,yes,yes,Generic alert with a link to verify and no personalization or official domain; commonly used in phishing.,85
We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email,yes,yes,"It prompts login after a generic ""unusual activity"" notice, a common credential-stealing phishing tactic.",70
"Dear John, thank you for your purchase. Your order will be shipped soon.",Safe Email,no,no,"It is a generic, benign-sounding order-confirmation with no requests for credentials, links, or sensitive data.",65
"Hi John, please find the attached report for this month's performance review.",Safe Email,no,no,The text is a neutral business email with a plausible attachment request and no obvious malicious cues.,60
"Hello Chris, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email,no,no,"The message is a generic, non-urgent internal update request without malicious links, attachments, or credential prompts.",70
Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email,no,no,"It is a generic newsletter welcome with no links, requests for sensitive data, or urgent/threatening language typical of phishing.",75
You have a new secure message from your bank. Click here to read it.,Phishing Email,yes,yes,"Common phishing tactic; requests clicking a link to read a bank message, often spoofed; no verifiable sender or domain provided.",70
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,Uses urgent language to update billing info and threaten service disruption; lacks legitimate branding or verifiable details.,85
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,Urgent payment alert asking to update billing info; lacks personalization and verification.,85
Congratulations! You've won a $3000 gift card. Click here to claim your prize.,Phishing Email,yes,yes,Unsolicited prize offer with a deceptive link is a classic phishing tactic used to steal data or install malware.,92
"Hi Taylor, please find the attached report for this month's performance review.",Safe Email,no,no,"It looks like a typical internal email with an attached report and no suspicious cues (no links, no credential requests), though attachments can be risky and context is needed.",60
Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email,no,no,It’s a generic message with a normal attachment and no request for credentials or sensitive data; such emails are common in legitimate contexts.,75
"Dear Taylor, your account has been compromised. Click the link to reset your password immediately.",Phishing Email,yes,yes,Urgent password-reset link is a common phishing tactic; no sender verification is provided.,78
"Hi Jane, please find the attached report for this month's performance review.",Safe Email,no,no,Looks like a standard internal message about an attachment; no urgent language or data requests.,60
"Dear Alex, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email,no,no,It looks like a typical renewal confirmation with a personalization and no suspicious requests or links.,85
We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email,yes,yes,"It uses a generic warning and prompts immediate login to review activity, a common phishing tactic and lacks personalization.",80
Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email,no,no,Very generic welcome message with no suspicious links or requests for sensitive data.,82
Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email,no,no,"The message is a generic, legitimate-feeling business note about meeting minutes; no suspicious links, urgent language, or requests for sensitive data.",60
We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email,yes,yes,"It's a generic, urgent login request to review transactions without personalization or official branding, a common phishing tactic.",78
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,"This uses urgency about a payment decline and requests updated billing details, a common phishing tactic with little verifiable sender info.",75
Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email,yes,yes,Urgent security alert with a link to verify your account; lacks legitimate sender details and personalization.,85
Reminder: Our meeting is scheduled for tomorrow at 1 PM. Please be prepared with your updates.,Safe Email,no,no,"Neutral scheduling reminder; no suspicious links, requests for credentials, or urgent threats.",90
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,Urgent request to update billing info after a payment failure; lacks verifiable sender or context.,85
