Email Text,Email Type,Phishing,Ground Truth,Reasoning,Confidence
"Subject: Classroom logistics

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Appreciate your feedback on this draft.

Best,
Jordan Singh",Safe Email,no,no,"Professional tone about booking a lab and asking for feedback; no links, no requests for sensitive data.",75
"Subject: Welcome aboard

Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Feel free to add notes before we meet.

Best,
Jamie Garcia",Safe Email,no,no,Text resembles a routine internal email about meeting minutes; no urgent requests or suspicious links.,70
"Notice, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: zelle, replacement cards, single, businessman

IT Desk,
Taylor Khan",Phishing Email,yes,yes,"It solicits a personal loan with urgency after a theft, mentions Zelle, and lacks verifiable business context—typical phishing/scam pattern.",85
"Subject: Weekly status report

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

Appreciate your feedback on this draft.

Best,
Morgan Lee",Safe Email,no,no,"No suspicious elements; professional update about PRs, no links or requests for sensitive data.",78
"Subject: Welcome aboard

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Appreciate your feedback on this draft.

Best,
Alex Singh",Safe Email,no,no,"The email is a routine meeting confirmation with specific time and location; no suspicious links, requests for sensitive data, or unusual urgency.",85
"Notice, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: doctor, romance, honest, syria

IT Desk,
Sam Singh",Phishing Email,yes,yes,"It solicits a loan with a repayment promise and creates urgency; unusual channel and lack of verifiable identity, a common scam.",85
"Subject: Classroom logistics

Thanks for attending the workshop. Here are the links to references and the slide deck.

Let me know if the timing works for you.

Best,
Taylor Wong",Safe Email,no,no,"Looks like a routine workshop follow-up with references; no request for credentials or urgent action, and no suspicious content shown.",72
"Attention, your account has been locked. Use the secure link to verify your username and restore access. Enter your 2FA code to continue.

Keywords: password personal information sign in

Account Services,
Morgan Patel",Phishing Email,yes,yes,Urgent security alert asking to click a secure link and enter a 2FA code to restore access is a common phishing pattern; sender details look suspicious.,92
"Hi there, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: log in, username, security question, update password, password, sign in

Support Desk,
Jamie Patel",Phishing Email,yes,yes,"It asks for a 2FA code and recovery key by email, which legitimate services do not request.",85
"Hi there, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: money needed, replacement cards, overseas, doctor

Security Team,
Taylor Lee",Phishing Email,yes,yes,"Urgent loan request from a supposed colleague after a travel incident; stolen wallet, repayment promise, and a suspicious 'Security Team' sign-off are common phishing cues.",78
"Subject: Networking event details

Thanks for attending the workshop. Here are the links to references and the slide deck.

I'll share the slides later today.

Best,
Alex Wong",Safe Email,no,no,No obvious phishing indicators; content appears to be a routine workshop follow-up without malicious links or requests.,78
"Hi there, we detected a login attempt on your account. To authenticate access, please confirm your information. Your account may be temporarily on hold until you recover it.

Keywords: verify recover temporary hold blocked restricted

Regards,
Morgan Singh",Phishing Email,yes,yes,Generic greeting and urgent credential request; threat of account hold; no verifiable sender.,85
"Notice, your profile has been restricted. Use the secure link to update password and restore access. Enter your username and password to continue.

Keywords: passcode forgot password access code activation code reset

Compliance Team,
Riley Kim",Phishing Email,yes,yes,Requests username and password through a link to update access; a common credential-phishing tactic; sender could be spoofed.,85
"Subject: Networking event details

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Feel free to add notes before we meet.

Best,
Casey Singh",Safe Email,no,no,"The email is a typical meeting reminder with no sensitive data requests, no suspicious links, and a plausible sign-off; lacks common phishing red flags.",70
"Subject: Team lunch planning

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Feel free to add notes before we meet.

Best,
Taylor Nguyen",Safe Email,no,no,This appears to be a normal internal team message about planning with no suspicious links or requests for sensitive data.,85
"Dear customer, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: hospital, zelle, replacement cards, contract, soulmate, afghanistan

Regards,
Morgan Kim",Phishing Email,yes,yes,"Urgent loan request from a seemingly familiar contact, claims a stolen wallet and asks for a temporary loan to be repaid soon—classic phishing/social-engineering tactic.",85
"Notice, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: pin, signin, activation code, 2fa, recover account

Regards,
Cameron Lee",Phishing Email,yes,yes,"It asks for a password reset and to enter username, 2FA code, and a recovery key via email, which is a common phishing tactic; legitimate providers do not request these sensitive items in this manner.",85
"Dear user, final warning. Failure to respond will hold your account. Immediate action is required to avoid penalty. Your case will be referred to the judge if unresolved.

Keywords: legal action court immediate action judge

IT Desk,
Riley Wong",Phishing Email,yes,yes,"Urgent legal-threat language with generic greeting and no verifiable details, typical phishing trying to trigger action.",85
"Dear customer, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: expires midnight, act fast, 48 hours, ends soon, quick

Regards,
Jamie Brown",Phishing Email,yes,yes,"Urgent, generic greeting, time-sensitive language, and instruction to follow steps—classic phishing; no verifiable sender details.",92
"Hi there, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: click now, delete after reading, redirect, forward, do not reply

Sincerely,
Cameron Garcia",Phishing Email,yes,yes,Unsolicited notification urging a click with a link and attachment; generic sender; reference to an auto-generated message—common phishing indicators.,85
"Account holder, final warning. Failure to respond will seize your account. Immediate action is required to avoid fine. Your case will be referred to court if unresolved.

Keywords: jail cancel desist breach

IT Desk,
Avery Khan",Phishing Email,yes,yes,Uses urgent threats and vague sender details; coercive language is a common phishing tactic.,92
"Dear customer, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: firewall, issue, security software, connection, tech support, repair

Support Desk,
Alex Martinez",Phishing Email,yes,yes,Generic greeting and urgent call to click a link to install a patch—typical phishing tactic lacking official verification.,85
"Subject: Budget planning

Thanks for attending the workshop. Here are links to references and the slide deck.

Let me know if the timing works for you.

Best,
Morgan Patel",Safe Email,no,no,It appears to be a routine follow-up with no suspicious links or credential requests.,70
"Subject: Budget planning

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Feel free to add notes before we meet.

Best,
Sam Martinez",Safe Email,no,no,"Routine planning email with no suspicious links, attachments, or urgent/credential requests.",70
"Account holder, we detected a login attempt on your account. To authenticate access, please update your information. Your account may be restricted until you reactivate it.

Keywords: deactivated confirm temporary hold identity theft suspicious activity

Regards,
Casey Patel",Phishing Email,yes,yes,"Generic greeting, asks to update information, and threatens account restriction; lacks legitimate branding or secure instructions.",85
"Subject: Weekly status report

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Let me know if the timing works for you.

Best,
Casey Singh",Safe Email,no,no,No obvious phishing cues; it's a normal scheduling notice with no links or requests for sensitive data.,85
"Hi there, your account has been locked. Use the secure link to reset password and restore access. Enter your 2FA code to continue.

Keywords: security code security question preferences activation code

Sincerely,
Taylor Kim",Phishing Email,yes,yes,"It requests a password-reset link and a 2FA code, uses urgency, and the sender is not verified.",85
"Notice, congratulations! You are the winner of a prize. To collect your gift of €5,000, please provide your credit card to process the sum. This offer is available today only.

Keywords: gift debit card lottery investment cryptocurrency

Sincerely,
Jamie Nguyen",Phishing Email,yes,yes,"The message promises a prize and asks for credit card details to claim it, uses time pressure, and comes from an unknown sender—classic phishing indicators.",90
"Subject: Performance feedback

Good morning, the updated agenda for next week is included below. Please check your tasks and add comments.

Let me know if the timing works for you.

Best,
Taylor Khan",Safe Email,no,no,"It appears to be a normal internal coordination email (no requests for sensitive data, no links or attachments), with a plausible sender/name and subject.",78
"Hello, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: trust building, you were wearing, medical conference, stranded traveler, might understand

Support Desk,
Riley Wong",Phishing Email,yes,yes,"It solicits financial help and payment verification with urgency and social-engineering cues, a common phishing pattern.",85
"Hello, we detected unusual activity on your account. To authenticate access, please validate your information. Your account may be restricted until you recover it.

Keywords: deactivated violation data breach access denied restricted

Regards,
Sam Brown",Phishing Email,yes,yes,"It asks for sensitive information to ""validate"" access and threatens account restriction; lacks verifiable details and uses a generic sign-off.",85
"Hello, we detected a security alert on your account. To restore access, please validate your information. Your account may be temporarily on hold until you recover it.

Keywords: temporary hold frozen

Regards,
Alex Khan",Phishing Email,yes,yes,"It asks you to validate information to regain access and threatens a temporary hold, uses a generic greeting, and lacks legitimate sender details, a common phishing tactic.",90
"Subject: Schedule confirmation

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Let me know if the timing works for you.

Best,
Casey Singh",Safe Email,no,no,"Appears to be a routine scheduling note from a presumably legitimate contact; no suspicious links, no requests for sensitive data, and no urgent action demanded.",78
"Dear user, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: extend stay, payment verification, stranded traveler, sudden emergency, replacement cards, children's hospital

Account Services,
Cameron Khan",Phishing Email,yes,yes,Urgent emotional appeal asking for financial help and payment verification; generic greeting and implausible charity tie suggest social engineering.,85
"Dear user, congratulations! You are the winner of a reward. To collect your gift of $1,200, please provide your routing number to process the amount. This deal is limited time.

Keywords: contest credit card dollars debt

Sincerely,
Alex Patel",Phishing Email,yes,yes,"The unsolicited prize offer requests your bank routing number to ""process"" the funds, a classic phishing lure lacking verifiable legitimacy.",85
"Subject: Schedule confirmation

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Thanks for reviewing the document.

Best,
Avery Martinez",Safe Email,no,no,"The email is a straightforward scheduling notice with no links, attachments, or requests for sensitive info; aligns with typical internal calendar confirmations.",72
"Account holder, this is an limited time notice regarding your account. Your access will expire within 24 hours. To avoid interruption, complete the form now. This offer is time sensitive and ends soon. Follow the instructions now.

Keywords: now while supplies last time sensitive immediate hurry

Risk Operations,
Taylor Singh",Phishing Email,yes,yes,"Urgent, time-sensitive demand to 'complete the form now' with a generic greeting; likely impersonation attempting data collection.",85
"Dear customer, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: customer service, connection, update, it department, problem, troubleshoot

IT Desk,
Alex Patel",Phishing Email,yes,yes,"Generic greeting, impersonates IT, and instructs to click an unspecified link to install a patch; lacks verifiable sender details.",72
"Dear user, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: quick, today only, act fast, asap, instantly

Security Team,
Sam Wong",Phishing Email,yes,yes,"Uses urgent, time-sensitive language with a generic greeting and prompt to ""act now"" to avoid interruption—classic phishing pattern.",92
"Subject: Invoice confirmation

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Thanks for reviewing the document.

Best,
Sam Patel",Safe Email,yes,no,"Subject says ""Invoice confirmation"" but body mentions meeting minutes; mismatch and generic sender raise phishing risk.",70
"Attention, this is the google compliance team. There are policy concerns on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a suspension.

Keywords: adobe telegram account

Regards,
Jamie Martinez",Phishing Email,yes,yes,"Impersonates Google, creates urgency to review account, uses ""confidential steps,"" and includes an odd keywords line and an unverifiable signer.",85
"Dear customer, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: now, limited time, expire, don't wait, immediate, last chance

Sincerely,
Riley Brown",Phishing Email,yes,yes,"The message uses urgent, time‑sensitive language and vague, instruction‑driven prompts with a generic greeting and no verifiable sender details, which are common phishing traits.",85
"Hello, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: redirect, delete after reading, auto-generated, alert, do not forward

Support Desk,
Alex Lee",Phishing Email,yes,yes,Contains a link and an attachment in an auto-generated message with a generic sender; urges clicking.,85
"Hi there, congratulations! You are the selected recipient of a prize. To redeem your payment of $1,200, please provide your account number to process the total. This deal is limited time.

Keywords: gift need help ssn

Regards,
Riley Wong",Phishing Email,yes,yes,Unsolicited prize notice requesting account details; a common phishing tactic to steal info.,92
"Dear customer, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: honest, accident, traveler

Account Services,
Sam Martinez",Phishing Email,yes,yes,"Unsolicited loan request from a supposed coworker; urgent and vague with no verifiable details, a common phishing tactic.",78
"Notice, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: personal information, update password, sign in, username, pin

Support Desk,
Riley Lee",Phishing Email,yes,yes,"It requests password, username, 2FA code, and recovery key via email, a classic credential-harvesting phishing tactic.",92
"Subject: Training session notes

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

Let me know if the timing works for you.

Best,
Cameron Wong",Safe Email,no,no,The text is a normal professional email about a PR and timing with no suspicious requests.,85
"Dear customer, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: connection, trojan, problem, customer service

IT Desk,
Cameron Singh",Phishing Email,yes,yes,"Generic greeting, urgent malware claim, and link-based patch instruction; lacks verifiable sender details.",78
"Notice, we detected a login attempt on your account. To authenticate access, please validate your information. Your account may be restricted until you reactivate it.

Keywords: unusual activity breach

Compliance Team,
Cameron Lee",Phishing Email,yes,yes,"It requests validating information to access/reactivate the account and threatens restrictions, using a generic ""Compliance Team"" signature with no verifiable sender—typical phishing.",85
"Subject: Schedule confirmation

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Let me know if the timing works for you.

Best,
Sam Patel",Safe Email,no,no,"It appears to be a routine meeting confirmation with no suspicious requests, links, or data exfiltration cues.",85
"Subject: Quarterly roadmap

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Feel free to add notes before we meet.

Best,
Alex Khan",Safe Email,no,no,Normal meeting reminder with no links or requests for sensitive information; no urgent actions.,85
"Notice, this is an final notice notice regarding your account. Your access will expire soon. To avoid interruption, complete the form now. This offer is time sensitive and expires midnight. Follow the instructions now.

Keywords: time sensitive expires midnight expires limited time

Regards,
Avery Singh",Phishing Email,yes,yes,"Urgent, time-sensitive request to complete a form from a vague sender; lacks organization details.",85
"Notice, we detected a login attempt on your account. To authenticate access, please validate your information. Your account may be restricted until you reactivate it.

Keywords: account closed recover temporary hold

Sincerely,
Jamie Brown",Phishing Email,yes,yes,"The message urges immediate validation of sensitive information and threatens account restrictions, with a generic sender and unverifiable identity—classic phishing cues.",85
"Subject: Classroom logistics

Sharing the revised documentation with examples. The endpoints are described in section two.

Appreciate your feedback on this draft.

Best,
Jamie Nguyen",Safe Email,no,no,No obvious phishing cues; it's a routine internal note about documentation and feedback.,75
"Subject: Conference registration

Thanks for attending the workshop. Here are the links to references and the slide deck.

Let me know if the timing works for you.

Best,
Morgan Martinez",Safe Email,no,no,"Neutral, professional follow-up with references and slides; no urgent requests, payments, or suspicious attachments.",70
"Notice, we detected a security alert on your account. To authenticate access, please validate your information. Your account may be temporarily on hold until you recover it.

Keywords: suspend deactivated compromised frozen

Sincerely,
Jordan Lee",Phishing Email,yes,yes,"The message mimics a security alert and asks for personal information to validate access, uses vague sender details, and pressures immediate action.",85
"Subject: Budget planning

Thanks for attending the workshop. Here are links to references and the slide deck.

Appreciate your feedback on this draft.

Best,
Casey Patel",Safe Email,no,no,It resembles a normal post-workshop follow-up with no urgent requests or suspicious links; no attachment visible.,85
"Subject: Budget planning

Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Thanks for reviewing the document.

Best,
Casey Garcia",Safe Email,no,no,No obvious phishing indicators; standard internal memo without links or credential requests.,70
"Hi there, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: rush, expires today, final notice, 48 hours, last chance

Sincerely,
Cameron Wong",Phishing Email,yes,yes,"Urgent, time-sensitive message with vague sender and instruction to act immediately; lacks verifiable details, a common phishing tactic.",78
"Notice, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: two factor, recover account, activation code, sign in

Support Desk,
Cameron Garcia",Phishing Email,yes,yes,"It requests sensitive 2FA code and recovery key via email and uses generic branding, which is typical of phishing attempts.",85
"Hi there, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: customer service, trojan, infection, connection

Security Team,
Alex Brown",Phishing Email,yes,yes,Urgent malware claim with a link to install a patch and generic greeting; no verifiable sender or official channel.,72
"Dear user, congratulations! You are the selected recipient of a refund. To redeem your gift of ₹80,000, please provide your account number to process the sum. This offer is available today only.

Keywords: sum wire price gift debit card

Account Services,
Avery Brown",Phishing Email,yes,yes,"It asks for your account number to claim a supposed refund/gift and uses urgent language; sender is generic, which is typical phishing.",85
"Hi there, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: help me, overseas, marriage, replacement cards, afghanistan, genuine

Account Services,
Riley Nguyen",Phishing Email,yes,yes,Personal loan request with a stolen-wallet story and repayment promise—common scam tactic to induce money transfer.,85
"Attention, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: upgrade, antivirus, firewall

Regards,
Avery Martinez",Phishing Email,yes,yes,Urgent request to click a link to install a patch from an unknown sender.,85
"Subject: Meeting follow-up

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Feel free to add notes before we meet.

Best,
Riley Nguyen",Safe Email,no,no,"Neutral meeting follow-up with no links, attachments, urgency, or requests for sensitive information.",85
"Subject: Training session notes

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Thanks for reviewing the document.

Best,
Cameron Khan",Safe Email,no,no,"It appears to be a routine internal update with no urgent language, requests for credentials, or suspicious links.",60
"Subject: Performance feedback

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Let me know if the timing works for you.

Best,
Jordan Nguyen",Safe Email,no,no,"It appears to be a normal internal team update with no urgent requests, links, or credential prompts.",85
"Subject: Research discussion

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Feel free to add notes before we meet.

Best,
Alex Martinez",Safe Email,no,no,No obvious phishing cues; it's a routine internal reminder with no links or requests for sensitive information.,85
"Subject: Meeting follow-up

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Feel free to add notes before we meet.

Best,
Alex Nguyen",Safe Email,no,no,"This appears to be a routine internal meeting reminder with no suspicious links, credential requests, or urgent actions.",78
"Subject: Networking event details

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Appreciate your feedback on this draft.

Best,
Jamie Patel",Safe Email,no,no,"Routine professional email about scheduling a lab event; no suspicious links, urgent actions, or requests for credentials.",85
"Hi there, this is an rush notice regarding your account. Your access will be limited today. To avoid interruption, respond asap. This offer is last chance and ends soon. Follow the instructions now.

Keywords: asap expire hurry limited offer while supplies last

IT Desk,
Alex Martinez",Phishing Email,yes,yes,"Urgent request to ""respond asap"" from an unverified IT desk; scare tactics typical of phishing.",85
"Dear user, your account has been locked. Use the secure link to verify your username and restore access. Enter your username and password to continue.

Keywords: passcode backup codes

Risk Operations,
Sam Wong",Phishing Email,yes,yes,"The message asks for a username and password via a link to “verify” and restore access, a classic credential-phishing tactic; it uses urgency and lacks verifiable domain.",85
"Attention, final warning. Failure to respond will block your account. Immediate action is required to avoid legal action. Your case will be referred to prosecution if unresolved.

Keywords: block desist

Regards,
Morgan Martinez",Phishing Email,yes,yes,"Uses urgent threats to block account and legal action, lacks verifiable sender, and includes odd 'Keywords: block desist'—a common phishing tactic.",85
"Dear user, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: hotel asking, financial request, remembered you mentioning, replacement cards, personal story, international issues

Support Desk,
Cameron Garcia",Phishing Email,yes,yes,"The message seeks financial help and payment verification using emotional manipulation and a familiar tie-in, a common phishing tactic to steal funds.",88
"Dear customer, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: account, recover account, log in, access code, recovery key, username

Regards,
Jordan Patel",Phishing Email,yes,yes,"Requests password, 2FA code, and recovery key via email with a generic greeting—classic phishing pattern.",85
"Dear user, this is an urgent notice regarding your account. Your access will be limited today. To avoid interruption, complete the form now. This offer is time sensitive and ends soon. Follow the instructions immediately.

Keywords: asap act fast instantly

Security Team,
Taylor Martinez",Phishing Email,yes,yes,"It uses urgent language, a generic greeting, and asks to ""complete the form now"" with no identifiable organization, a common phishing tactic.",85
"Subject: Documentation review

Thanks for attending the workshop. Here are links to references and the slide deck.

I'll share the slides later today.

Best,
Alex Khan",Safe Email,no,no,Appears to be a routine workshop follow-up with links; no urgent action or credential requests.,70
"Subject: Code review summary

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Thanks for reviewing the document.

Best,
Jordan Kim",Safe Email,no,no,"No suspicious elements (no links/credentials, no urgent demand); appears to be a routine work email about a lab booking and a calendar invite.",85
"Hello, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: two factor, 2fa, username, security code, recovery key

Sincerely,
Alex Khan",Phishing Email,yes,yes,"It asks for 2FA code and recovery key via email to reset the password, which legitimate services do not request; sender is unknown.",85
"Subject: Networking event details

Sharing the revised documentation with examples. The endpoints are described in section two.

Thanks for reviewing the document.

Best,
Sam Singh",Safe Email,no,no,"The message is a neutral internal-style email about sharing documentation and does not include suspicious links, urgent requests, or credential prompts.",75
"Subject: Lab booking confirmation

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

I'll share the slides later today.

Best,
Taylor Martinez",Safe Email,no,no,"This appears to be a normal internal update about notes, a shared doc, and slides with a friendly sign-off; no suspicious links, urgent requests, or credential prompts.",85
"Subject: Onboarding checklist

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

Feel free to add notes before we meet.

Best,
Taylor Singh",Safe Email,no,no,Routine internal message about a PR; no suspicious links or credential requests.,85
"Notice, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: do not forward, notification, tell friends, click here

Security Team,
Avery Brown",Phishing Email,yes,yes,"It urges clicking a link and opening an attachment from an unknown sender, with generic wording and no verifiable identity.",85
"Hello, this is an rush notice regarding your account. Your access will expire today. To avoid interruption, complete the form now. This offer is time sensitive and expires midnight. Follow the instructions immediately.

Keywords: urgent last chance rush

Support Desk,
Taylor Patel",Phishing Email,yes,yes,"It pressures immediate action, asks to ""complete the form,"" uses vague branding, and lacks verifiable sender details—classic phishing cues.",85
"Attention, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: security software, antivirus, system administrator, trojan, technical support, fix

Support Desk,
Morgan Martinez",Phishing Email,yes,yes,"The message prompts clicking a link to install a patch after a malware alert, a common phishing tactic; it lacks verifiable details and personalization.",92
"Notice, this is an 24 hours notice regarding your account. Your access will expire within 24 hours. To avoid interruption, respond asap. This offer is last chance and ends soon. Follow the instructions immediately.

Keywords: time sensitive 24 hours

Regards,
Avery Nguyen",Phishing Email,yes,yes,"Time-sensitive, urges immediate response, vague sender, and generic threat—common phishing tactics.",85
"Hi there, this is the legal security team. There are security violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a hold.

Keywords: mcafee instagram

Regards,
Morgan Patel",Phishing Email,yes,yes,"The message uses vague security threats, urgent language, and asks to follow steps to review your account, without verifiable details or personalization; generic sign-off and mixed branding suggest impersonation.",85
"Subject: Performance feedback

Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Thanks for reviewing the document.

Best,
Casey Garcia",Safe Email,no,no,"It resembles an ordinary internal team email with a referenced attachment; no suspicious links, urgency, or credential requests.",70
"Attention, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: soulmate, trust me, soldier, we talked

Sincerely,
Alex Nguyen",Phishing Email,yes,yes,"It requests a loan urgently after a supposed incident, uses vague details and suspicious keywords; aligns with phishing/social-engineering or romance-scam patterns.",85
"Subject: Weekly status report

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

Appreciate your feedback on this draft.

Best,
Avery Singh",Safe Email,no,no,"Routine project update about PRs; no links, credential requests, or urgent action requested.",85
"Hello, this is an expires soon notice regarding your account. Your access will be limited soon. To avoid interruption, complete the form now. This offer is last chance and ends soon. Follow the instructions immediately.

Keywords: while supplies last time sensitive quick limited time

Support Desk,
Sam Garcia",Phishing Email,yes,yes,"High-pressure, time-sensitive language asking the recipient to complete a form; no clear identity or legitimate branding.",82
"Attention, your account has been suspended. Use the secure link to reset password and restore access. Enter your username and password to continue.

Keywords: preferences two factor

Compliance Team,
Casey Brown",Phishing Email,yes,yes,It asks for username and password and to click a reset link with urgency; legitimate messages rarely request credentials by email.,85
"Dear user, final warning. Failure to respond will block your account. Immediate action is required to avoid penalty. Your case will be referred to court if unresolved.

Keywords: restrict limit block

IT Desk,
Riley Lee",Phishing Email,yes,yes,Urgent threat to block your account and court action with a generic greeting; lacks verifiable sender/branding.,85
"Attention, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: change password, recovery key, backup codes, pin

IT Desk,
Casey Wong",Phishing Email,yes,yes,"It solicits a password reset and sensitive data (username, 2FA code, and recovery key) via email, a common phishing tactic.",85
"Subject: Project update

Thanks for attending the workshop. Here are links to references and the slide deck.

Feel free to add notes before we meet.

Best,
Avery Lee",Safe Email,no,no,"Routine follow-up after a workshop; no credential requests, urgency, or suspicious language.",85
"Subject: Onboarding checklist

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Thanks for reviewing the document.

Best,
Cameron Kim",Safe Email,no,no,"It appears to be a normal internal update about an onboarding checklist; no links, no requests for sensitive info, and no urgency.",75
"Account holder, congratulations! You are the winner of a prize. To redeem your payment of £2,500, please provide your account number to process the total. This deal is available today only.

Keywords: offer million $ loan redeem

Risk Operations,
Jamie Nguyen",Phishing Email,yes,yes,It asks for sensitive bank/account details to claim an unsolicited prize and uses urgent language.,92
"Attention, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: visit, private, tell friends, do not reply, attachment, secret

Support Desk,
Sam Khan",Phishing Email,yes,yes,Urgent message asking to click a link and open an attachment; generic sender with no verification and auto-generated note.,85
"Notice, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: deployed, military, charity gala

IT Desk,
Riley Martinez",Phishing Email,yes,yes,"It requests a loan with urgent, vague personal incident and uses a generic IT Desk sign-off; indicative of social engineering attempting to extract money.",85
