Email Text,Email Type,Phishing,Ground Truth,Reasoning,Confidence
"Hi John, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email,no,no,"This is a standard project reminder, no suspicious links, requests, or urgency.",100
Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email,yes,yes,"The email creates urgency and prompts an action, which are common tactics used in phishing attempts.",75
Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email,yes,yes,"Content is generic, creates urgency, and prompts action without specifying the service, a common phishing tactic.",90
Congratulations! You've won a $3000 gift card. Click here to claim your prize.,Phishing Email,yes,yes,Unsolicited prize claims are a common phishing tactic to trick users into clicking malicious links.,95
"Hello Chris, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email,no,no,"The email content is generic and lacks common phishing indicators like suspicious links, urgent requests, or demands for personal information.",90
"Hi Chris, please find the attached report for this month's performance review.",Safe Email,yes,no,"This is a common template for delivering malicious attachments, a frequent phishing tactic.",75
"Hi Sam, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email,no,no,"The email is a simple project reminder with no suspicious links, attachments, requests for sensitive information, or unusual urgency.",95
Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email,yes,yes,"Generic, urgent tone and request to open an attachment without context are common phishing tactics to trick recipients.",95
Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email,yes,no,"Generic request to open an attachment, a common phishing tactic used to deliver malware.",80
Reminder: Our meeting is scheduled for tomorrow at 1 PM. Please be prepared with your updates.,Safe Email,yes,no,"The email content is a generic meeting reminder, a common social engineering tactic used in phishing to establish trust or confirm recipient activity, especially if the sender is unexpected or impersonated, setting up further deceptive actions.",70
Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email,no,no,"Generic, harmless welcome message lacking any typical phishing characteristics like suspicious links, requests for personal data, or urgent calls to action.",100
"Dear Jane, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email,no,no,"The content is a standard promotional message for a webinar and lacks typical phishing indicators like malicious links, requests for sensitive information, or urgent/threatening language.",90
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,"Creates urgency and requests sensitive billing information without specifying the service, a common phishing tactic.",95
"Dear Chris, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email,yes,no,"The email is generic, lacks specific subscription details, and is a common tactic to trigger recipients to investigate an unexpected renewal.",90
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,"Creates urgency, requests sensitive billing information, and lacks specific details to verify legitimacy.",95
"Dear Taylor, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email,no,no,The email content is a generic webinar invitation with no suspicious links or unusual requests.,90
Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email,no,yes,The content is a generic subscription reminder and lacks direct indicators of a phishing attempt within the text itself.,85
Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email,yes,yes,"Creates urgency/fear about a security issue and demands clicking an embedded link to verify, a common phishing tactic.",100
Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email,yes,no,"The email requests opening an attachment, which is a common method used in phishing to deliver malware.",85
Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email,yes,yes,"Generic request for ""personal information"" to confirm delivery is a common tactic to steal data. Legitimate services don't typically ask this via email.",100
Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email,no,yes,The content is a generic reminder and lacks typical phishing indicators such as suspicious links or direct requests for sensitive information.,95
"Dear Casey, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email,no,no,"The content is a generic webinar invitation and lacks common phishing indicators like suspicious links, requests for sensitive information, or urgent threats.",90
Important: Update your email account settings to avoid service interruption.,Phishing Email,yes,yes,"Uses urgency and threat of service interruption to prompt action, a common phishing tactic.",95
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,"Creates urgency and asks for sensitive billing information, common phishing tactics.",95
Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email,yes,yes,"Creates urgency/fear and prompts user to click a link to ""verify account,"" a common phishing tactic.",100
"Hi Jane, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email,no,no,"This is a standard professional reminder without suspicious links, requests for information, or unusual urgency.",95
Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email,yes,yes,"Asks for personal information for a vague package, a common tactic to steal data.",95
"Dear Jane, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email,no,no,"The email content is a generic webinar invitation and lacks common phishing indicators like suspicious links, urgent requests, or demands for sensitive information.",85
"Hello Sam, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email,no,no,"Standard business communication; no suspicious links, attachments, or requests for sensitive data in the provided text.",100
"Dear Casey, your account has been compromised. Click the link to reset your password immediately.",Phishing Email,yes,yes,"Creates urgency/threat (""account compromised""), demands immediate action (""reset immediately""), and instructs to click a link, typical of phishing to steal credentials.",100
"Dear Jordan, your account has been compromised. Click the link to reset your password immediately.",Phishing Email,yes,yes,"Creates high urgency and fear (""compromised,"" ""immediately"") while generically asking to click a link for password reset without specifying the service, a common phishing tactic.",95
Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email,yes,yes,"Generic content, creates urgency/threat, and directs to an attachment, all common phishing tactics.",90
Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email,yes,no,This email structure with a generic message and an attachment is a very common phishing lure to deliver malware or malicious links.,80
Reminder: Our meeting is scheduled for tomorrow at 1 PM. Please be prepared with your updates.,Safe Email,no,no,"The email is a simple meeting reminder and lacks common phishing indicators like requests for personal information, suspicious links, or urgent threats.",90
"Hi Taylor, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email,no,no,"Standard work reminder, no malicious links, sensitive info requests, or typical phishing characteristics.",95
"Hi John, please find the attached report for this month's performance review.",Safe Email,yes,no,"Instructs opening an attachment, a common phishing tactic, without sender context to verify legitimacy.",80
Reminder: Our meeting is scheduled for tomorrow at 2 PM. Please be prepared with your updates.,Safe Email,no,no,"The content is a standard meeting reminder with no suspicious links, attachments, or requests for sensitive information.",95
Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email,yes,no,"This generic ""Please find attached"" message is a very common social engineering tactic used to trick recipients into opening malicious attachments.",85
"Hi Casey, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email,no,no,"The email content is a generic social invitation and does not contain typical phishing indicators like suspicious links, requests for sensitive information, or urgent/threatening language.",90
Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email,,no,Error: Invalid or no response from Gemini API. Response: No response,
"Hi John, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email,no,no,"The email is a standard networking follow-up, containing no suspicious links, requests for personal information, or urgent calls to action.",95
Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email,yes,yes,"Creates urgency/fear and prompts clicking a link to ""verify account,"" typical phishing tactics to steal credentials.",100
Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email,no,no,"The email is a generic welcome message, contains no suspicious links, and requests no personal information.",95
"Hi Drew, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email,yes,no,"Uses social engineering (mentioning a conference) to establish a false sense of familiarity and initiate contact, which is a common first step in a phishing attempt.",85
"Dear John, your account has been compromised. Click the link to reset your password immediately.",Phishing Email,yes,yes,Uses urgency and a generic compromise claim to induce clicking a likely malicious link.,95
"Dear John, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email,no,no,"The provided text is generic and lacks typical phishing indicators such as suspicious links, requests for personal information, or urgent/threatening language.",90
We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email,yes,yes,"Creates urgency about ""unusual activity"" and prompts to ""log in,"" a common tactic to trick users into clicking malicious links.",100
We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email,yes,yes,"Creates urgency and asks for login without specifying the account, a common phishing tactic.",95
"Hello John, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email,no,no,"The email content is a standard work-related message with no suspicious links, requests for personal info, or urgency.",95
Important: Update your email account settings to avoid service interruption.,Phishing Email,yes,yes,"Creates urgency and demands action (update settings) without specifying the service, a common phishing tactic.",95
Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email,no,no,"The email is a generic, harmless welcome message without suspicious requests or links.",95
"Dear Chris, your account has been compromised. Click the link to reset your password immediately.",Phishing Email,yes,yes,"Creates urgency, claims account compromise, and directs to click a link for immediate password reset.",100
Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email,yes,yes,"Creates urgency/fear (""unusual login attempt"") and directs the user to click a link to ""verify,"" a common tactic to steal credentials.",100
"Hello Taylor, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email,no,no,"The email content is a standard business communication, lacks suspicious links/attachments (not provided), urgent requests, or asks for sensitive information.",90
"Dear Jane, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email,no,no,"The content is generic and lacks suspicious links, attachments, or requests for sensitive information.",90
Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email,no,no,"Generic, harmless newsletter welcome. No suspicious links, requests for info, or urgency.",100
"Hi Jordan, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email,no,no,"The content is a simple, friendly message with no suspicious requests, links, or urgency.",95
Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email,yes,yes,"Asks for personal information for an unspecified package delivery, which is a common tactic to steal data.",100
Congratulations! You've won a $1000 gift card. Click here to claim your prize.,Phishing Email,yes,yes,"Unsolicited ""win"" for a large prize, too good to be true, and a suspicious call to action to click a link.",100
You have a new secure message from your bank. Click here to read it.,Phishing Email,yes,yes,"Generic ""secure message"" notification with a direct link is a common phishing tactic; banks advise against clicking links for secure messages.",100
Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email,no,no,"The email content is a generic, benign welcome message for a newsletter and lacks typical phishing indicators.",95
Reminder: Our meeting is scheduled for tomorrow at 2 PM. Please be prepared with your updates.,Safe Email,no,no,"This is a standard meeting reminder and contains no typical phishing elements like suspicious links, requests for sensitive data, or urgency/threats.",95
"Dear Sam, thank you for your purchase. Your order will be shipped soon.",Safe Email,no,no,"This is a standard transactional email, containing no requests for sensitive information, suspicious links, or urgent/threatening language.",95
"Hi Morgan, please find the attached report for this month's performance review.",Safe Email,yes,no,"The email uses a common business context to prompt opening an attachment, which is a frequent method for delivering malware in phishing attacks.",90
"Hi Drew, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email,no,no,"The email is a simple project reminder without suspicious links, attachments, or requests for sensitive information.",90
"Hi Morgan, please find the attached report for this month's performance review.",Safe Email,yes,no,"The email content uses a common social engineering tactic by appearing legitimate and instructing the recipient to open an attachment, which is a primary delivery method for malware in phishing attempts.",85
Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email,no,no,"The email content is generic and lacks typical phishing indicators like suspicious links, urgent requests, or attempts to solicit sensitive information.",95
Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email,no,no,"The email is a generic, benign newsletter welcome message with no suspicious requests, links, or urgent demands.",95
Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email,yes,yes,"Generic, unsolicited, creates urgency, and asks to open an attachment, which are common phishing tactics.",90
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,"Creates urgency about a payment issue and prompts for sensitive information update, a common social engineering tactic.",90
"Hi Alex, please find the attached report for this month's performance review.",Safe Email,yes,no,"The email asks the recipient to open an attachment, a common method for delivering malware in phishing attempts, and lacks sender context.",80
Congratulations! You've won a $1500 gift card. Click here to claim your prize.,Phishing Email,yes,yes,"Unsolicited ""win"" of high value, generic message, and direct call to action to click a link, all common phishing tactics.",95
"Hi Alex, please find the attached report for this month's performance review.",Safe Email,yes,no,"The email uses a common business pretext (performance review) to entice the recipient to open an attachment, a frequent method for delivering malware in phishing attempts.",85
Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email,no,no,The content is a generic welcome message and lacks typical phishing indicators such as requests for sensitive information or suspicious links.,90
Important: Update your email account settings to avoid service interruption.,Phishing Email,yes,yes,"Creates false urgency and threat (""avoid service interruption"") to trick users, a common phishing tactic.",95
Reminder: Our meeting is scheduled for tomorrow at 10 AM. Please be prepared with your updates.,Safe Email,no,no,"Standard meeting reminder with no suspicious links, attachments, or requests for sensitive information.",95
"Hi Drew, please find the attached report for this month's performance review.",Safe Email,yes,no,Content encourages opening a potentially malicious attachment under a plausible but generic pretext.,90
Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email,yes,no,This content is a common social engineering tactic used to encourage recipients to open a potentially malicious attachment.,85
Reminder: Our meeting is scheduled for tomorrow at 10 AM. Please be prepared with your updates.,Safe Email,no,no,"Standard meeting reminder; no suspicious links, requests for personal info, or unusual urgency.",95
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,"Creates urgency and prompts for sensitive billing info, common phishing tactic.",95
"Hi Jordan, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email,no,no,"The email is a standard, friendly follow-up and contains no typical phishing indicators like suspicious links, requests for sensitive information, or urgency.",100
Congratulations! You've won a $2000 gift card. Click here to claim your prize.,Phishing Email,yes,yes,Unsolicited prize for a large sum with a call to action to click a link is a common phishing tactic to steal information.,100
"Hello Taylor, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email,no,no,"The email content is generic and lacks common phishing indicators like suspicious links, urgent demands, or requests for sensitive information.",95
Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email,yes,yes,"The email is generic, lacks specific details about the service, and creates urgency, which are common phishing tactics.",90
"Hello John, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email,no,no,"Content is a generic project update request, lacks common phishing indicators like suspicious links, urgent threats, or requests for sensitive information.",90
Congratulations! You've won a $1500 gift card. Click here to claim your prize.,Phishing Email,yes,yes,"Unsolicited ""win"" of high value, generic ""click here"" link, classic bait for collecting info or malware.",95
"Hi Morgan, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email,no,no,"The email content is a standard project deadline reminder with no suspicious links, requests for information, or unusual characteristics.",95
"Dear John, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email,yes,no,Vague renewal notification without company name or service details is a common phishing tactic to induce curiosity and lead recipients to click malicious links (not present in this snippet but implied).,85
"Dear Sam, thank you for your purchase. Your order will be shipped soon.",Safe Email,no,no,"The content is a standard transactional message and lacks common phishing indicators like malicious links, requests for personal information, or deceptive calls to action.",85
Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email,yes,yes,"Vague, unsolicited, creates urgency, and directly asks for personal information without specific context.",100
Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email,yes,no,This is a common social engineering tactic used to encourage opening a potentially malicious attachment under a plausible business pretext.,85
Reminder: Our meeting is scheduled for tomorrow at 10 AM. Please be prepared with your updates.,Safe Email,no,no,Standard meeting reminder without suspicious links or information requests.,95
Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email,no,yes,"The content is a generic subscription renewal reminder, commonly used by legitimate services. Without a malicious link, sender details, or other context, it cannot be confirmed as phishing.",90
"Dear Drew, your account has been compromised. Click the link to reset your password immediately.",Phishing Email,yes,yes,"Creates urgency, implies a security threat (""compromised""), and instructs to click a link to resolve, common phishing tactics.",100
"Hi Jordan, please find the attached report for this month's performance review.",Safe Email,yes,no,"Encourages opening an attachment, a common vector for malware in phishing, by appearing as a legitimate business communication.",80
You have a new secure message from your bank. Click here to read it.,Phishing Email,yes,yes,"Generic ""bank"" message with a call to click a link, typical of phishing to trick users into visiting a fake site.",95
Congratulations! You've won a $2000 gift card. Click here to claim your prize.,Phishing Email,yes,yes,"Classic 'you've won a prize' scam, designed to trick users into clicking a malicious link for personal information or malware.",100
Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email,yes,yes,"It asks for personal information for an unspecified package, a common phishing tactic to trick recipients into divulging data.",95
Congratulations! You've won a $2000 gift card. Click here to claim your prize.,Phishing Email,yes,yes,"Unsolicited prize with a link to claim, common phishing tactic.",95
Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email,no,yes,"The content is a standard, generic subscription renewal reminder and lacks inherent phishing indicators.",95
"Hi Drew, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email,no,no,"The email is a simple, friendly follow-up with no suspicious links, requests for personal information, or urgent demands.",95
Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email,no,no,"The content uses generic professional language, lacks typical phishing indicators like suspicious links or requests for sensitive information, and mentions an attachment neutrally.",90
Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email,no,no,"The email content is generic and professional, commonly used in legitimate business communications. It contains no suspicious links, urgent demands, requests for personal information, or obvious grammatical errors that typically indicate phishing.",90
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,"It creates urgency and requests sensitive billing information without specific details, typical of phishing attempts.",95
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,"Creates urgency, requests sensitive billing information, and lacks specific service details, common phishing tactics.",95
Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email,yes,yes,"Generic, unsolicited request for personal information for a package delivery that lacks specific details like tracking or company name.",100
"Dear Jane, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email,yes,no,Generic renewal notice without service details is a common phishing tactic to induce panic.,95
"Hi Jane, please find the attached report for this month's performance review.",Safe Email,yes,no,"The email mentions an attachment, a common vector for delivering malware or leading to credential harvesting, especially without sender verification.",75
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,"Creates urgency and asks for sensitive billing information, a common phishing tactic.",90
"Dear Alex, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email,no,no,"The email content is generic and lacks common phishing indicators such as suspicious links, urgent threats, or requests for sensitive information. It resembles a legitimate marketing communication.",80
Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email,yes,yes,"Generic package notification requesting personal information, a common tactic to steal data.",100
Congratulations! You've won a $500 gift card. Click here to claim your prize.,Phishing Email,yes,yes,Unsolicited prize claims with an immediate call to action (click a link) without prior entry or verification are typical phishing attempts.,95
"Dear Taylor, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email,no,no,"The email is a generic notification and does not contain requests for sensitive information, suspicious links, or unusual calls to action.",90
"Hi Jane, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email,no,no,"This is a simple, professional reminder with no suspicious elements, requests for sensitive information, or malicious links.",100
Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email,no,no,"The content is a generic newsletter welcome, contains no suspicious links, and requests no personal information.",95
Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email,yes,no,This is a common pretext used in phishing attempts to trick recipients into opening malicious attachments.,90
Congratulations! You've won a $500 gift card. Click here to claim your prize.,Phishing Email,yes,yes,Unsolicited prize claims asking you to click a link are common phishing tactics to steal information or install malware.,100
"Dear Sam, your account has been compromised. Click the link to reset your password immediately.",Phishing Email,yes,yes,"Creates urgency and fear, requests immediate action via an unspecified link, and lacks specific account details.",95
Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email,no,no,"This is a generic, benign newsletter welcome message with no suspicious links, requests for information, or urgent/threatening language.",100
"Hi Sam, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email,no,no,"The content is a common, benign social invitation without any suspicious links, requests for sensitive information, or urgent demands.",95
Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email,yes,yes,"Generic message asking for personal information to confirm delivery, lacking specific details.",95
"Dear Casey, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email,yes,no,"The email is generic, lacking specific details like service name or sender's company, a common phishing tactic to induce a reaction.",90
"Hi Jane, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email,yes,no,"The generic, vague content attempts to establish rapport and engagement without specific context, a common social engineering tactic for early-stage phishing.",80
Important: Update your email account settings to avoid service interruption.,Phishing Email,yes,yes,"Uses urgency and a threat of service interruption to prompt action, a common phishing tactic.",95
"Dear Chris, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email,no,no,"Standard webinar invitation content; lacks suspicious links, requests for sensitive information, or threats.",95
Congratulations! You've won a $500 gift card. Click here to claim your prize.,Phishing Email,yes,yes,"Unsolicited prize offer, high value, and immediate call to action to click a link are classic phishing tactics to lure users.",95
Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email,yes,yes,"The email is generic, lacks specific company/service details, and aims to create urgency to prompt a click on a potentially malicious link.",95
"Dear Casey, your account has been compromised. Click the link to reset your password immediately.",Phishing Email,yes,yes,"Creates false urgency, claims account compromise, and prompts immediate action via an unspecified link, characteristic of phishing.",100
"Dear Jane, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email,yes,no,"The email claims a subscription renewal, which if unexpected or false for the recipient, is a deceptive social engineering tactic to provoke a reaction.",90
"Hi Casey, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email,no,no,"The email is a simple, polite social invitation with no suspicious links, requests for information, or urgent/threatening language.",100
Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email,yes,yes,"The email is extremely generic, not specifying which subscription is expiring, which is a common phishing tactic to trick recipients into clicking a malicious link.",90
"Hi Chris, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email,no,no,"This is a normal project reminder, no suspicious links, attachments, or requests for sensitive information.",100
Congratulations! You've won a $2000 gift card. Click here to claim your prize.,Phishing Email,yes,yes,"Unsolicited prize notification for a high value, with a ""click here"" call to action, is a classic phishing tactic to lure users to malicious links.",95
Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email,no,yes,"The content is generic and lacks common phishing indicators like malicious links, specific company names, or requests for sensitive information.",90
"Hi Sam, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email,no,no,"The email is a simple, polite social invitation without any requests for sensitive information, suspicious links, or urgent/threatening language.",95
Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email,yes,no,"The content uses social engineering (legitimate-sounding meeting minutes) to trick the recipient into opening a potentially malicious attachment, a common phishing tactic.",75
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,"Creates urgency, requests sensitive billing information, and lacks specific details.",100
Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email,yes,yes,"Creates urgency, warns of a security issue, and demands a click to a suspicious link for ""verification.""",100
"Dear Jane, thank you for your purchase. Your order will be shipped soon.",Safe Email,no,no,"The email is a standard transactional message with no suspicious links, requests for personal information, or urgent calls to action.",90
"Hi Morgan, please find the attached report for this month's performance review.",Safe Email,yes,no,"Mentions an attachment with an official-sounding pretext, a common tactic in phishing attempts to deliver malware.",80
Important: Update your email account settings to avoid service interruption.,Phishing Email,yes,yes,"Creates urgency and a threat of service interruption to prompt an immediate, unverified action, a common phishing tactic.",95
"Dear Taylor, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email,no,no,"The provided text is a generic webinar announcement; it lacks typical phishing indicators like malicious links, requests for sensitive information, or suspicious sender details.",90
Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email,yes,yes,"Generic invoice claim, urgent tone (""avoid penalties""), and an attachment are common phishing tactics to induce opening malicious files or paying fraudulent requests.",90
Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email,no,yes,The content is a generic subscription reminder and lacks typical phishing indicators like threats or requests for sensitive info.,90
Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email,no,yes,"The text is generic and lacks common phishing indicators like suspicious links, urgent threats, or requests for sensitive information.",90
Congratulations! You've won a $1500 gift card. Click here to claim your prize.,Phishing Email,yes,yes,Unsolicited prize notifications with a call to action to click a link for a significant reward are common phishing tactics to trick users into revealing personal info or visiting malicious sites.,100
Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email,yes,yes,"Uses urgency and threat of penalties to prompt opening an unsolicited attachment, a common phishing tactic.",95
"Hi Taylor, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email,no,no,"Standard work reminder, no suspicious links/requests or urgent calls to action.",95
Reminder: Our meeting is scheduled for tomorrow at 1 PM. Please be prepared with your updates.,Safe Email,no,no,"The email is a standard meeting reminder without suspicious links, requests for sensitive information, or urgent demands.",90
Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email,yes,yes,Unsolicited request for personal information for an unspecified package without identifying the sender.,95
Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email,yes,no,This common email format is often used as a lure to deliver malicious attachments.,85
Congratulations! You've won a $3000 gift card. Click here to claim your prize.,Phishing Email,yes,yes,Unsolicited prize claims with a call to action link are a classic phishing tactic to steal information or deliver malware.,100
"Hi Morgan, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email,no,no,"The email is a simple, generic social invitation with no malicious links, requests for sensitive data, or typical phishing indicators.",100
"Hi Jane, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email,no,no,"Standard professional reminder, no suspicious links, requests, or urgency.",95
"Dear Drew, thank you for your purchase. Your order will be shipped soon.",Safe Email,no,no,"No suspicious links, requests for sensitive info, or urgent calls to action are present.",100
Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email,yes,yes,"Generic, unsolicited invoice with an attachment and a sense of urgency/threat is a common phishing tactic.",95
Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email,yes,yes,"Generic message, creates urgency, and asks for unspecified ""personal information"" directly.",100
Congratulations! You've won a $500 gift card. Click here to claim your prize.,Phishing Email,yes,yes,Unsolicited prize notification with a call to click a link is a common phishing tactic to steal data or install malware.,95
We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email,yes,yes,"Creates urgency with unusual activity claim and directs user to log in, a common credential harvesting tactic.",100
Your payment has been declined. Update your billing information to continue using our service.,Phishing Email,yes,yes,Creates urgency and requests sensitive billing information without specifying the service.,95
We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email,yes,yes,"Creates urgency and prompts login without specifics, a common phishing tactic.",100
"Dear Chris, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email,yes,no,"The email is vague, lacking specific details about which subscription was renewed, a common tactic in phishing to create curiosity or concern.",90
"Hi Casey, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email,no,no,"The email is a simple, casual follow-up message without any suspicious links, requests for sensitive information, urgency, or threats.",100
"Hello Alex, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email,no,no,"The content is a generic business update request, lacking suspicious links, attachments, or requests for personal info.",90
Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email,no,no,"The text contains no typical phishing indicators such as suspicious links, requests for sensitive information, or urgent/threatening language.",70
Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email,yes,yes,"Creates urgency and fear of penalties, common tactics to induce opening malicious attachments or visiting fake payment sites.",95
Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email,yes,yes,"Generic language, urgency (""avoid penalties""), and the use of an attachment are common phishing tactics.",90
"Dear Drew, thank you for your purchase. Your order will be shipped soon.",Safe Email,no,no,"This is a generic transactional email without suspicious links, requests for information, or urgent calls to action.",95
Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email,yes,yes,Unsolicited request for personal information to confirm delivery is a common phishing tactic.,100
Congratulations! You've won a $2000 gift card. Click here to claim your prize.,Phishing Email,yes,yes,"Unsolicited large prize with a generic ""click here"" link, designed to trick users into clicking a potentially malicious link or revealing information.",100
"Dear Alex, your account has been compromised. Click the link to reset your password immediately.",Phishing Email,yes,yes,"Uses urgency and fear (""compromised,"" ""immediately"") to pressure clicking an unverified link, a classic phishing tactic.",95
